Tempo di volo. Can 1 e 2. discesa 4 (2.43 gradi - 0.0426 rad) 2 pesi
Tempo ( s )	Tempo trascorso ( s )
0.0509	8.55000E-4
0.1011	8.98000E-4
0.1511	8.72000E-4
0.2012	8.65000E-4
0.2513	8.62000E-4
0.3014	8.60000E-4
0.3515	8.50000E-4
0.4016	8.49000E-4
0.4517	8.64000E-4
0.5019	8.82000E-4
0.5520	9.25000E-4
0.6021	9.72000E-4
0.6522	9.15000E-4
0.7024	0.00102600
0.7526	0.00115100
0.8028	0.00127400
0.8531	0.00141700
0.9034	0.00158300
0.9536	0.00175700
1.0039	0.00194300
1.0542	0.00213700
1.1045	0.00234400
1.1548	0.00257800
1.2052	0.00280100
1.2555	0.00303800
1.3059	0.00328600
1.3562	0.00353200
1.4066	0.00379800
1.4569	0.00407500
1.5073	0.00436300
1.5577	0.00465900
1.6081	0.00496700
1.6586	0.00528200
1.7090	0.00561000
1.7594	0.00594500
1.8099	0.00629300
1.8603	0.00665100
1.9108	0.00701600
1.9613	0.00739400
2.0117	0.00778000
2.0622	0.00817800
2.1128	0.00858600
2.1633	0.00900200
2.2138	0.00943100
2.2643	0.00987900
2.3149	0.0103280
2.3655	0.0107850
2.4160	0.0112550
2.4666	0.0117350
2.5179	0.0129570
