Tempo di volo. Can 1 e 2. CALIBRAZIONE 90 NUOVO
Tempo ( s )	Tempo trascorso ( s )
0.0554	0.00528700
0.1055	0.00528700
0.1556	0.00528500
0.2057	0.00528600
0.2558	0.00528500
0.3059	0.00528600
0.3560	0.00528700
0.4061	0.00528500
0.4562	0.00528600
0.5063	0.00528500
0.5564	0.00528600
0.6065	0.00528700
0.6566	0.00528500
0.7067	0.00528600
0.7568	0.00528500
0.8069	0.00528600
0.8570	0.00528600
0.9071	0.00528500
0.9572	0.00528600
1.0073	0.00528500
1.0574	0.00528500
1.1075	0.00528700
1.1576	0.00528500
1.2077	0.00528600
1.2578	0.00528700
1.3079	0.00528600
1.3580	0.00528600
1.4081	0.00528500
1.4582	0.00528600
1.5083	0.00528400
1.5584	0.00528500
1.6085	0.00528600
1.6586	0.00528500
1.7087	0.00528600
1.7588	0.00528700
1.8089	0.00528500
1.8590	0.00528600
1.9091	0.00528500
1.9592	0.00528600
2.0093	0.00528400
2.0594	0.00528500
2.1095	0.00528700
2.1596	0.00528500
2.2097	0.00528600
2.2598	0.00528700
2.3099	0.00528600
2.3600	0.00528700
2.4101	0.00528600
2.4602	0.00528600
2.5103	0.00528500
2.5604	0.00528600
2.6105	0.00528700
2.6606	0.00528600
2.7107	0.00528700
2.7608	0.00528800
2.8109	0.00528600
2.8610	0.00528700
2.9111	0.00528600
2.9612	0.00528700
3.0113	0.00528600
3.0614	0.00528700
3.1115	0.00528800
3.1616	0.00528600
3.2117	0.00528700
3.2618	0.00528800
3.3119	0.00528700
3.3620	0.00528700
3.4121	0.00528600
3.4622	0.00528700
3.5123	0.00528500
3.5624	0.00528600
3.6125	0.00528700
3.6626	0.00528600
3.7127	0.00528700
3.7628	0.00528800
3.8129	0.00528600
3.8630	0.00528700
3.9131	0.00528600
3.9632	0.00528600
4.0133	0.00528500
4.0634	0.00528600
4.1135	0.00528700
4.1636	0.00528500
4.2137	0.00528600
4.2638	0.00528500
4.3139	0.00528600
4.3640	0.00528700
4.4141	0.00528500
4.4642	0.00528600
4.5143	0.00528500
4.5644	0.00528600
4.6145	0.00528700
4.6646	0.00528500
4.7147	0.00528600
4.7648	0.00528500
4.8149	0.00528600
4.8650	0.00528600
4.9151	0.00528500
4.9652	0.00528600
5.0153	0.00528500
5.0654	0.00528600
5.1155	0.00528700
5.1656	0.00528500
5.2157	0.00528600
5.2658	0.00528500
5.3159	0.00528600
5.3660	0.00528700
5.4161	0.00528500
5.4662	0.00528600
5.5163	0.00528500
5.5664	0.00528600
5.6165	0.00528700
5.6666	0.00528500
5.7167	0.00528600
5.7668	0.00528500
5.8169	0.00528600
5.8670	0.00528700
5.9171	0.00528500
5.9672	0.00528600
6.0173	0.00528500
6.0674	0.00528600
6.1175	0.00528700
6.1676	0.00528500
6.2177	0.00528600
6.2678	0.00528500
6.3179	0.00528600
6.3680	0.00528700
6.4181	0.00528500
6.4682	0.00528600
6.5183	0.00528500
6.5684	0.00528600
6.6185	0.00528700
6.6686	0.00528600
6.7187	0.00528700
6.7688	0.00528500
6.8189	0.00528700
6.8690	0.00528700
6.9191	0.00528600
6.9692	0.00528700
7.0193	0.00528600
7.0694	0.00528600
7.1195	0.00528800
7.1696	0.00528600
7.2197	0.00528700
7.2698	0.00528600
7.3199	0.00528700
7.3700	0.00528800
7.4201	0.00528600
7.4702	0.00528700
7.5203	0.00528600
7.5704	0.00528700
7.6205	0.00528800
7.6706	0.00528600
7.7207	0.00528700
7.7708	0.00528600
7.8209	0.00528700
7.8710	0.00528800
7.9211	0.00528700
7.9712	0.00528800
8.0213	0.00528600
8.0714	0.00528700
8.1215	0.00528600
8.1716	0.00528700
8.2217	0.00528800
8.2718	0.00528600
8.3219	0.00528700
8.3720	0.00528800
8.4221	0.00528700
8.4722	0.00528800
8.5223	0.00528700
8.5724	0.00528700
8.6225	0.00528600
8.6726	0.00528700
8.7227	0.00528800
8.7728	0.00528700
8.8229	0.00528800
8.8730	0.00528600
8.9231	0.00528700
8.9732	0.00528800
9.0233	0.00528600
9.0734	0.00528700
9.1235	0.00528600
9.1736	0.00528700
9.2237	0.00528800
9.2738	0.00528600
9.3239	0.00528700
9.3740	0.00528600
9.4241	0.00528700
9.4742	0.00528800
9.5243	0.00528700
9.5744	0.00528700
9.6245	0.00528600
9.6746	0.00528700
9.7247	0.00528800
9.7748	0.00528600
9.8249	0.00528800
9.8750	0.00528600
9.9251	0.00528700
9.9752	0.00528800
10.0253	0.00528700
10.0754	0.00528800
10.1255	0.00528600
10.1756	0.00528700
10.2257	0.00528800
