Tempo di volo. Can 1 e 2. CALIBRAZIONE 140 NUOVO
Tempo ( s )	Tempo trascorso ( s )
0.0582	0.00817600
0.1083	0.00817400
0.1584	0.00817500
0.2085	0.00817600
0.2586	0.00817400
0.3087	0.00817500
0.3588	0.00817400
0.4089	0.00817500
0.4590	0.00817300
0.5091	0.00817400
0.5592	0.00817500
0.6093	0.00817300
0.6594	0.00817400
0.7095	0.00817500
0.7596	0.00817300
0.8097	0.00817400
0.8598	0.00817300
0.9099	0.00817400
0.9600	0.00817200
1.0101	0.00817300
1.0602	0.00817400
1.1103	0.00817200
1.1604	0.00817300
1.2105	0.00817400
1.2606	0.00817300
1.3107	0.00817400
1.3608	0.00817200
1.4109	0.00817300
1.4610	0.00817200
1.5111	0.00817200
1.5612	0.00817300
1.6113	0.00817200
1.6614	0.00817300
1.7115	0.00817400
1.7616	0.00817200
1.8117	0.00817300
1.8618	0.00817200
1.9119	0.00817300
1.9620	0.00817100
2.0121	0.00817200
2.0622	0.00817300
2.1123	0.00817200
2.1624	0.00817300
2.2125	0.00817400
2.2626	0.00817200
2.3127	0.00817300
2.3628	0.00817200
2.4129	0.00817300
2.4630	0.00817100
2.5131	0.00817200
2.5632	0.00817300
2.6133	0.00817200
2.6634	0.00817300
2.7135	0.00817100
2.7636	0.00817200
2.8137	0.00817300
2.8638	0.00817200
2.9139	0.00817300
2.9640	0.00817100
3.0141	0.00817200
3.0642	0.00817300
3.1143	0.00817200
3.1644	0.00817300
3.2145	0.00817100
3.2646	0.00817200
3.3147	0.00817300
3.3648	0.00817200
3.4149	0.00817300
3.4650	0.00817100
3.5151	0.00817200
3.5652	0.00817300
3.6153	0.00817200
3.6654	0.00817300
3.7155	0.00817100
3.7656	0.00817200
3.8157	0.00817300
3.8658	0.00817200
3.9159	0.00817200
3.9660	0.00817100
4.0161	0.00817200
4.0662	0.00817300
4.1163	0.00817100
4.1664	0.00817200
4.2165	0.00817100
4.2666	0.00817200
4.3167	0.00817200
4.3668	0.00817100
4.4169	0.00817200
4.4670	0.00817100
4.5171	0.00817100
4.5672	0.00817200
4.6173	0.00817100
4.6674	0.00817200
4.7175	0.00817000
4.7676	0.00817100
4.8177	0.00817200
4.8678	0.00817100
4.9179	0.00817100
4.9680	0.00817000
5.0181	0.00817100
5.0682	0.00816900
5.1183	0.00817000
5.1684	0.00817100
5.2185	0.00817000
5.2686	0.00817100
5.3187	0.00817200
5.3688	0.00817000
5.4189	0.00817100
5.4690	0.00817000
5.5191	0.00817000
5.5692	0.00816900
5.6193	0.00817000
5.6694	0.00817100
5.7195	0.00816900
5.7696	0.00817000
5.8197	0.00816900
5.8698	0.00817000
5.9199	0.00817100
5.9700	0.00816900
6.0201	0.00817000
6.0702	0.00816900
6.1203	0.00817000
6.1704	0.00817100
6.2205	0.00816900
6.2706	0.00817000
6.3207	0.00816900
6.3708	0.00817000
6.4209	0.00817100
6.4710	0.00816900
6.5211	0.00817000
6.5712	0.00816900
6.6213	0.00817000
6.6714	0.00817100
6.7215	0.00816900
6.7716	0.00817000
6.8217	0.00816900
6.8718	0.00817000
6.9219	0.00817100
6.9720	0.00817000
7.0221	0.00817000
7.0722	0.00816900
7.1223	0.00817000
7.1724	0.00817100
7.2225	0.00817000
7.2726	0.00817100
7.3227	0.00816900
7.3728	0.00817000
7.4229	0.00817100
7.4730	0.00817000
7.5231	0.00817100
7.5732	0.00816900
7.6233	0.00817000
7.6734	0.00816900
7.7235	0.00817000
7.7736	0.00817100
7.8237	0.00816900
7.8738	0.00817000
7.9239	0.00816900
7.9740	0.00817000
8.0241	0.00817100
8.0742	0.00817000
8.1243	0.00817000
8.1744	0.00816900
8.2245	0.00817000
8.2746	0.00817100
8.3247	0.00816900
8.3748	0.00817000
8.4249	0.00816900
8.4750	0.00817000
8.5251	0.00817100
8.5752	0.00816900
8.6253	0.00817000
8.6754	0.00816900
8.7255	0.00817000
8.7756	0.00817100
8.8257	0.00816900
8.8758	0.00817000
8.9259	0.00816900
8.9760	0.00817000
9.0261	0.00817100
9.0762	0.00816900
9.1263	0.00817000
9.1764	0.00816900
9.2265	0.00817000
9.2766	0.00816800
9.3267	0.00816900
9.3768	0.00817000
9.4269	0.00816900
9.4770	0.00817000
9.5271	0.00817000
9.5772	0.00816900
9.6273	0.00817000
9.6774	0.00816900
9.7275	0.00816900
9.7776	0.00816800
9.8277	0.00816900
9.8778	0.00817000
9.9279	0.00816800
9.9780	0.00816900
10.0281	0.00816800
10.0782	0.00816900
10.1283	0.00817000
10.1784	0.00816800
10.2285	0.00816900
10.2786	0.00816800
10.3287	0.00816900
10.3788	0.00817000
10.4289	0.00816800
10.4790	0.00816900
10.5291	0.00816800
10.5792	0.00816900
10.6293	0.00817000
10.6794	0.00816800
