Temperatura, Can B, 24V
Tempo ( s )	Temperatura ( °C )
125,7000	24,56811635
125,8000	24,56811635
125,9000	24,56811635
126,0000	24,56811635
126,1000	24,56811635
126,2000	24,61319268
126,3000	24,56811635
126,4000	24,56811635
126,5000	24,56811635
126,6000	24,56811635
126,7000	24,56811635
126,8000	24,61319268
126,9000	24,56811635
127,0000	24,56811635
127,1000	24,56811635
127,2000	24,56811635
127,3000	24,56811635
127,4000	24,56811635
127,5000	24,56811635
127,6000	24,56811635
127,7000	24,56811635
127,8000	24,56811635
127,9000	24,56811635
128,0000	24,56811635
128,1000	24,56811635
128,2000	24,56811635
128,3000	24,56811635
128,4000	24,56811635
128,5000	24,56811635
128,6000	24,56811635
128,7000	24,56811635
128,8000	24,61319268
128,9000	24,56811635
129,0000	24,61319268
129,1000	24,56811635
129,2000	24,56811635
129,3000	24,56811635
129,4000	24,61319268
129,5000	24,56811635
129,6000	24,61319268
129,7000	24,56811635
129,8000	24,56811635
129,9000	24,56811635
130,0000	24,56811635
130,1000	24,56811635
130,2000	24,61319268
130,3000	24,56811635
130,4000	24,56811635
130,5000	24,56811635
130,6000	24,56811635
130,7000	24,56811635
130,8000	24,61319268
130,9000	24,56811635
131,0000	24,61319268
131,1000	24,56811635
131,2000	24,61319268
131,3000	24,56811635
131,4000	24,61319268
131,5000	24,56811635
131,6000	24,56811635
131,7000	24,56811635
131,8000	24,61319268
131,9000	24,56811635
132,0000	24,61319268
132,1000	24,56811635
132,2000	24,61319268
132,3000	24,56811635
132,4000	24,65829191
132,5000	24,56811635
132,6000	24,65829191
132,7000	24,56811635
132,8000	24,61319268
132,9000	24,56811635
133,0000	24,65829191
133,1000	24,56811635
133,2000	24,61319268
133,3000	24,61319268
133,4000	24,61319268
133,5000	24,56811635
133,6000	24,61319268
133,7000	24,56811635
133,8000	24,65829191
133,9000	24,56811635
134,0000	24,61319268
134,1000	24,56811635
134,2000	24,61319268
134,3000	24,56811635
134,4000	24,56811635
134,5000	24,56811635
134,6000	24,65829191
134,7000	24,56811635
134,8000	24,56811635
134,9000	24,56811635
135,0000	24,61319268
135,1000	24,56811635
135,2000	24,65829191
135,3000	24,61319268
135,4000	24,65829191
135,5000	24,56811635
135,6000	24,61319268
135,7000	24,56811635
135,8000	24,65829191
135,9000	24,56811635
136,0000	24,61319268
136,1000	24,56811635
136,2000	24,65829191
136,3000	24,61319268
136,4000	24,61319268
136,5000	24,56811635
136,6000	24,65829191
136,7000	24,61319268
136,8000	24,61319268
136,9000	24,56811635
137,0000	24,61319268
137,1000	24,56811635
137,2000	24,61319268
137,3000	24,56811635
137,4000	24,61319268
137,5000	24,56811635
137,6000	24,65829191
137,7000	24,61319268
137,8000	24,61319268
137,9000	24,61319268
138,0000	24,65829191
138,1000	24,61319268
138,2000	24,65829191
138,3000	24,56811635
138,4000	24,65829191
138,5000	24,56811635
138,6000	24,65829191
138,7000	24,56811635
138,8000	24,65829191
138,9000	24,56811635
139,0000	24,65829191
139,1000	24,56811635
139,2000	24,61319268
139,3000	24,61319268
139,4000	24,65829191
139,5000	24,65829191
139,6000	24,65829191
139,7000	24,61319268
139,8000	24,65829191
139,9000	24,61319268
140,0000	24,65829191
140,1000	24,61319268
140,2000	24,65829191
140,3000	24,56811635
140,4000	24,65829191
140,5000	24,56811635
140,6000	24,65829191
140,7000	24,65829191
140,8000	24,65829191
140,9000	24,61319268
141,0000	24,65829191
141,1000	24,61319268
141,2000	24,65829191
141,3000	24,65829191
141,4000	24,65829191
141,5000	24,56811635
141,6000	24,65829191
141,7000	24,61319268
141,8000	24,65829191
141,9000	24,56811635
142,0000	24,65829191
142,1000	24,61319268
142,2000	24,65829191
142,3000	24,61319268
142,4000	24,65829191
142,5000	24,61319268
142,6000	24,65829191
142,7000	24,61319268
142,8000	24,65829191
142,9000	24,65829191
143,0000	24,65829191
143,1000	24,61319268
143,2000	24,65829191
143,3000	24,65829191
143,4000	24,65829191
143,5000	24,61319268
143,6000	24,65829191
143,7000	24,65829191
143,8000	24,65829191
143,9000	24,61319268
144,0000	24,65829191
144,1000	24,65829191
144,2000	24,65829191
144,3000	24,65829191
144,4000	24,65829191
144,5000	24,61319268
144,6000	24,65829191
144,7000	24,61319268
144,8000	24,65829191
144,9000	24,61319268
145,0000	24,65829191
145,1000	24,65829191
145,2000	24,65829191
145,3000	24,65829191
145,4000	24,65829191
145,5000	24,65829191
145,6000	24,65829191
145,7000	24,65829191
145,8000	24,65829191
145,9000	24,61319268
146,0000	24,65829191
146,1000	24,61319268
146,2000	24,65829191
146,3000	24,65829191
146,4000	24,65829191
146,5000	24,65829191
146,6000	24,65829191
146,7000	24,65829191
146,8000	24,65829191
146,9000	24,65829191
147,0000	24,65829191
147,1000	24,61319268
147,2000	24,65829191
147,3000	24,65829191
147,4000	24,70341415
147,5000	24,65829191
147,6000	24,70341415
147,7000	24,65829191
147,8000	24,65829191
147,9000	24,65829191
148,0000	24,70341415
148,1000	24,65829191
148,2000	24,70341415
148,3000	24,65829191
148,4000	24,65829191
148,5000	24,65829191
148,6000	24,65829191
148,7000	24,65829191
148,8000	24,65829191
148,9000	24,65829191
149,0000	24,65829191
149,1000	24,65829191
149,2000	24,65829191
149,3000	24,65829191
149,4000	24,65829191
149,5000	24,65829191
149,6000	24,70341415
149,7000	24,65829191
149,8000	24,65829191
149,9000	24,65829191
150,0000	24,70341415
150,1000	24,65829191
150,2000	24,65829191
150,3000	24,70341415
150,4000	24,65829191
150,5000	24,65829191
150,6000	24,65829191
150,7000	24,65829191
150,8000	24,70341415
150,9000	24,70341415
151,0000	24,70341415
151,1000	24,65829191
151,2000	24,65829191
151,3000	24,65829191
151,4000	24,74855950
151,5000	24,65829191
151,6000	24,70341415
151,7000	24,70341415
151,8000	24,70341415
151,9000	24,65829191
152,0000	24,65829191
152,1000	24,70341415
152,2000	24,70341415
152,3000	24,70341415
152,4000	24,70341415
152,5000	24,70341415
152,6000	24,65829191
152,7000	24,65829191
152,8000	24,70341415
152,9000	24,70341415
153,0000	24,70341415
153,1000	24,65829191
153,2000	24,70341415
153,3000	24,70341415
153,4000	24,74855950
153,5000	24,70341415
153,6000	24,70341415
153,7000	24,65829191
153,8000	24,70341415
153,9000	24,70341415
154,0000	24,70341415
154,1000	24,70341415
154,2000	24,70341415
154,3000	24,70341415
154,4000	24,74855950
154,5000	24,70341415
154,6000	24,70341415
154,7000	24,70341415
154,8000	24,74855950
154,9000	24,70341415
155,0000	24,70341415
155,1000	24,70341415
155,2000	24,70341415
155,3000	24,70341415
155,4000	24,70341415
155,5000	24,70341415
155,6000	24,74855950
155,7000	24,65829191
155,8000	24,70341415
155,9000	24,74855950
156,0000	24,74855950
156,1000	24,70341415
156,2000	24,70341415
156,3000	24,70341415
156,4000	24,74855950
156,5000	24,70341415
156,6000	24,70341415
156,7000	24,70341415
156,8000	24,74855950
156,9000	24,70341415
157,0000	24,74855950
157,1000	24,70341415
157,2000	24,74855950
157,3000	24,70341415
157,4000	24,74855950
157,5000	24,70341415
157,6000	24,74855950
157,7000	24,70341415
157,8000	24,74855950
157,9000	24,70341415
158,0000	24,74855950
158,1000	24,70341415
158,2000	24,74855950
158,3000	24,70341415
158,4000	24,74855950
158,5000	24,70341415
158,6000	24,74855950
158,7000	24,70341415
158,8000	24,74855950
158,9000	24,74855950
159,0000	24,74855950
159,1000	24,70341415
159,2000	24,74855950
159,3000	24,74855950
159,4000	24,74855950
159,5000	24,70341415
159,6000	24,74855950
159,7000	24,70341415
159,8000	24,74855950
159,9000	24,70341415
160,0000	24,74855950
160,1000	24,70341415
160,2000	24,74855950
160,3000	24,74855950
160,4000	24,74855950
160,5000	24,74855950
160,6000	24,74855950
160,7000	24,74855950
160,8000	24,74855950
160,9000	24,70341415
161,0000	24,74855950
161,1000	24,74855950
161,2000	24,74855950
161,3000	24,70341415
161,4000	24,74855950
161,5000	24,74855950
161,6000	24,74855950
161,7000	24,70341415
161,8000	24,74855950
161,9000	24,74855950
162,0000	24,74855950
162,1000	24,74855950
162,2000	24,74855950
162,3000	24,74855950
162,4000	24,74855950
162,5000	24,74855950
162,6000	24,74855950
162,7000	24,74855950
162,8000	24,74855950
162,9000	24,70341415
163,0000	24,74855950
163,1000	24,74855950
163,2000	24,74855950
163,3000	24,74855950
163,4000	24,74855950
163,5000	24,70341415
163,6000	24,74855950
163,7000	24,74855950
163,8000	24,74855950
163,9000	24,74855950
164,0000	24,74855950
164,1000	24,70341415
164,2000	24,74855950
164,3000	24,74855950
164,4000	24,74855950
164,5000	24,70341415
164,6000	24,74855950
164,7000	24,74855950
164,8000	24,74855950
164,9000	24,74855950
165,0000	24,74855950
165,1000	24,74855950
165,2000	24,74855950
165,3000	24,74855950
165,4000	24,74855950
165,5000	24,70341415
165,6000	24,74855950
165,7000	24,74855950
165,8000	24,74855950
165,9000	24,74855950
166,0000	24,74855950
166,1000	24,74855950
166,2000	24,74855950
166,3000	24,74855950
166,4000	24,74855950
166,5000	24,74855950
166,6000	24,74855950
166,7000	24,74855950
166,8000	24,74855950
166,9000	24,74855950
167,0000	24,74855950
167,1000	24,74855950
167,2000	24,74855950
167,3000	24,74855950
167,4000	24,74855950
167,5000	24,74855950
167,6000	24,74855950
167,7000	24,74855950
167,8000	24,74855950
167,9000	24,74855950
168,0000	24,74855950
168,1000	24,74855950
168,2000	24,74855950
168,3000	24,74855950
168,4000	24,74855950
168,5000	24,74855950
168,6000	24,74855950
168,7000	24,74855950
168,8000	24,74855950
168,9000	24,74855950
169,0000	24,74855950
169,1000	24,74855950
169,2000	24,74855950
169,3000	24,74855950
169,4000	24,74855950
169,5000	24,74855950
169,6000	24,74855950
169,7000	24,74855950
169,8000	24,74855950
169,9000	24,74855950
170,0000	24,74855950
170,1000	24,74855950
170,2000	24,74855950
170,3000	24,74855950
170,4000	24,74855950
170,5000	24,74855950
170,6000	24,74855950
170,7000	24,74855950
170,8000	24,74855950
170,9000	24,74855950
171,0000	24,74855950
171,1000	24,74855950
171,2000	24,74855950
171,3000	24,74855950
171,4000	24,74855950
171,5000	24,74855950
171,6000	24,74855950
171,7000	24,74855950
171,8000	24,74855950
171,9000	24,74855950
172,0000	24,74855950
172,1000	24,74855950
172,2000	24,74855950
172,3000	24,74855950
172,4000	24,83891995
172,5000	24,74855950
172,6000	24,83891995
172,7000	24,74855950
172,8000	24,83891995
172,9000	24,74855950
173,0000	24,83891995
173,1000	24,74855950
173,2000	24,83891995
173,3000	24,74855950
173,4000	24,74855950
173,5000	24,74855950
173,6000	24,83891995
173,7000	24,74855950
173,8000	24,83891995
173,9000	24,83891995
174,0000	24,83891995
174,1000	24,79372806
174,2000	24,83891995
174,3000	24,74855950
174,4000	24,79372806
174,5000	24,74855950
174,6000	24,83891995
174,7000	24,79372806
174,8000	24,83891995
174,9000	24,74855950
175,0000	24,83891995
175,1000	24,79372806
175,2000	24,83891995
175,3000	24,74855950
175,4000	24,83891995
175,5000	24,74855950
175,6000	24,83891995
175,7000	24,83891995
175,8000	24,83891995
175,9000	24,83891995
176,0000	24,83891995
176,1000	24,83891995
176,2000	24,83891995
176,3000	24,83891995
176,4000	24,83891995
176,5000	24,74855950
176,6000	24,83891995
176,7000	24,83891995
176,8000	24,83891995
176,9000	24,79372806
177,0000	24,83891995
177,1000	24,74855950
177,2000	24,83891995
177,3000	24,83891995
177,4000	24,83891995
177,5000	24,83891995
177,6000	24,83891995
177,7000	24,83891995
177,8000	24,83891995
177,9000	24,83891995
178,0000	24,83891995
178,1000	24,83891995
178,2000	24,83891995
178,3000	24,83891995
178,4000	24,83891995
178,5000	24,83891995
178,6000	24,83891995
178,7000	24,83891995
178,8000	24,83891995
178,9000	24,83891995
179,0000	24,83891995
179,1000	24,83891995
179,2000	24,83891995
179,3000	24,83891995
179,4000	24,83891995
179,5000	24,83891995
179,6000	24,83891995
179,7000	24,83891995
179,8000	24,83891995
179,9000	24,88413527
180,0000	24,83891995
180,1000	24,83891995
180,2000	24,88413527
180,3000	24,88413527
180,4000	24,88413527
180,5000	24,88413527
180,6000	24,88413527
180,7000	24,83891995
180,8000	24,88413527
180,9000	24,88413527
181,0000	24,83891995
181,1000	24,83891995
181,2000	24,88413527
181,3000	24,88413527
181,4000	24,88413527
181,5000	24,83891995
181,6000	24,88413527
181,7000	24,83891995
181,8000	24,88413527
181,9000	24,88413527
182,0000	24,92937412
182,1000	24,83891995
182,2000	24,88413527
182,3000	24,88413527
182,4000	24,88413527
182,5000	24,88413527
182,6000	24,92937412
182,7000	24,88413527
182,8000	24,88413527
182,9000	24,88413527
183,0000	24,92937412
183,1000	24,88413527
183,2000	24,92937412
183,3000	24,88413527
183,4000	24,92937412
183,5000	24,88413527
183,6000	24,92937412
183,7000	24,88413527
183,8000	24,92937412
183,9000	24,88413527
184,0000	24,92937412
184,1000	24,88413527
184,2000	24,92937412
184,3000	24,88413527
184,4000	24,92937412
184,5000	24,88413527
184,6000	24,92937412
184,7000	24,88413527
184,8000	24,92937412
184,9000	24,88413527
185,0000	24,92937412
185,1000	24,88413527
185,2000	24,92937412
185,3000	24,88413527
185,4000	24,92937412
185,5000	24,88413527
185,6000	24,92937412
185,7000	24,88413527
185,8000	24,92937412
185,9000	24,88413527
186,0000	24,92937412
186,1000	24,88413527
186,2000	24,92937412
186,3000	24,88413527
186,4000	24,92937412
186,5000	24,88413527
186,6000	24,92937412
186,7000	24,88413527
186,8000	24,92937412
186,9000	24,88413527
187,0000	24,92937412
187,1000	24,92937412
187,2000	24,92937412
187,3000	24,92937412
187,4000	24,92937412
187,5000	24,88413527
187,6000	24,92937412
187,7000	24,88413527
187,8000	24,92937412
187,9000	24,88413527
188,0000	24,92937412
188,1000	24,88413527
188,2000	24,92937412
188,3000	24,92937412
188,4000	24,92937412
188,5000	24,92937412
188,6000	24,92937412
188,7000	24,92937412
188,8000	24,92937412
188,9000	24,92937412
189,0000	24,92937412
189,1000	24,92937412
189,2000	24,92937412
189,3000	24,92937412
189,4000	24,92937412
189,5000	24,88413527
189,6000	24,92937412
189,7000	24,92937412
189,8000	24,92937412
189,9000	24,92937412
190,0000	24,92937412
190,1000	24,92937412
190,2000	24,92937412
190,3000	24,88413527
190,4000	24,92937412
190,5000	24,92937412
190,6000	24,97463663
190,7000	24,92937412
190,8000	24,92937412
190,9000	24,92937412
191,0000	24,92937412
191,1000	24,92937412
191,2000	24,92937412
191,3000	24,92937412
191,4000	24,92937412
191,5000	24,92937412
191,6000	24,92937412
191,7000	24,92937412
191,8000	24,92937412
191,9000	24,92937412
192,0000	24,92937412
192,1000	24,92937412
192,2000	24,92937412
192,3000	24,92937412
192,4000	24,97463663
192,5000	24,92937412
192,6000	24,92937412
192,7000	24,92937412
192,8000	24,97463663
192,9000	24,92937412
193,0000	25,01992289
193,1000	24,92937412
193,2000	24,97463663
193,3000	24,92937412
193,4000	24,97463663
193,5000	24,92937412
193,6000	24,97463663
193,7000	24,92937412
193,8000	24,92937412
193,9000	24,92937412
194,0000	25,01992289
194,1000	24,97463663
194,2000	25,01992289
194,3000	24,92937412
194,4000	24,97463663
194,5000	24,92937412
194,6000	24,97463663
194,7000	24,92937412
194,8000	25,01992289
194,9000	24,92937412
195,0000	25,01992289
195,1000	24,92937412
195,2000	25,01992289
195,3000	24,97463663
195,4000	25,01992289
195,5000	24,97463663
195,6000	25,01992289
195,7000	24,92937412
195,8000	25,01992289
195,9000	24,92937412
196,0000	24,97463663
196,1000	24,92937412
196,2000	25,01992289
196,3000	25,01992289
196,4000	24,97463663
196,5000	24,92937412
196,6000	25,01992289
196,7000	24,92937412
196,8000	25,01992289
196,9000	24,92937412
197,0000	25,01992289
197,1000	24,92937412
197,2000	25,01992289
197,3000	24,97463663
197,4000	25,01992289
197,5000	24,97463663
197,6000	25,01992289
197,7000	25,01992289
197,8000	25,01992289
197,9000	24,97463663
198,0000	25,01992289
198,1000	25,01992289
198,2000	25,01992289
198,3000	24,97463663
198,4000	25,01992289
198,5000	24,92937412
198,6000	25,01992289
198,7000	24,97463663
198,8000	25,01992289
198,9000	25,01992289
199,0000	25,01992289
199,1000	25,01992289
199,2000	25,01992289
199,3000	24,97463663
199,4000	25,01992289
199,5000	24,97463663
199,6000	25,01992289
199,7000	25,01992289
199,8000	25,01992289
199,9000	25,01992289
200,0000	25,01992289
200,1000	24,97463663
200,2000	25,01992289
200,3000	25,01992289
200,4000	25,01992289
200,5000	25,01992289
200,6000	25,01992289
200,7000	25,01992289
200,8000	25,01992289
200,9000	24,97463663
201,0000	25,01992289
201,1000	25,01992289
201,2000	25,01992289
201,3000	25,01992289
201,4000	25,01992289
201,5000	25,01992289
201,6000	25,01992289
201,7000	25,01992289
201,8000	25,01992289
201,9000	25,01992289
202,0000	25,06523302
202,1000	25,06523302
202,2000	25,01992289
202,3000	25,01992289
202,4000	25,01992289
202,5000	25,01992289
202,6000	25,06523302
202,7000	25,06523302
202,8000	25,06523302
202,9000	25,01992289
203,0000	25,01992289
203,1000	25,01992289
203,2000	25,06523302
203,3000	25,01992289
203,4000	25,06523302
203,5000	25,01992289
203,6000	25,06523302
203,7000	25,01992289
203,8000	25,11056711
203,9000	25,06523302
204,0000	25,11056711
204,1000	25,01992289
204,2000	25,06523302
204,3000	25,06523302
204,4000	25,06523302
204,5000	25,06523302
204,6000	25,11056711
204,7000	25,06523302
204,8000	25,11056711
204,9000	25,06523302
205,0000	25,11056711
205,1000	25,06523302
205,2000	25,06523302
205,3000	25,06523302
205,4000	25,06523302
205,5000	25,06523302
205,6000	25,11056711
205,7000	25,06523302
205,8000	25,06523302
205,9000	25,06523302
206,0000	25,11056711
206,1000	25,06523302
206,2000	25,06523302
206,3000	25,06523302
206,4000	25,06523302
206,5000	25,06523302
206,6000	25,06523302
206,7000	25,06523302
206,8000	25,11056711
206,9000	25,06523302
207,0000	25,11056711
207,1000	25,06523302
207,2000	25,11056711
207,3000	25,06523302
207,4000	25,06523302
207,5000	25,06523302
207,6000	25,11056711
207,7000	25,06523302
207,8000	25,11056711
207,9000	25,06523302
208,0000	25,11056711
208,1000	25,06523302
208,2000	25,11056711
208,3000	25,06523302
208,4000	25,11056711
208,5000	25,06523302
208,6000	25,11056711
208,7000	25,06523302
208,8000	25,11056711
208,9000	25,06523302
209,0000	25,11056711
209,1000	25,06523302
209,2000	25,11056711
209,3000	25,11056711
209,4000	25,11056711
209,5000	25,06523302
209,6000	25,11056711
209,7000	25,11056711
209,8000	25,11056711
209,9000	25,06523302
210,0000	25,11056711
210,1000	25,11056711
210,2000	25,11056711
210,3000	25,06523302
210,4000	25,11056711
210,5000	25,06523302
210,6000	25,11056711
210,7000	25,06523302
210,8000	25,11056711
210,9000	25,11056711
211,0000	25,11056711
211,1000	25,11056711
211,2000	25,11056711
211,3000	25,11056711
211,4000	25,11056711
211,5000	25,11056711
211,6000	25,11056711
211,7000	25,11056711
211,8000	25,11056711
211,9000	25,11056711
212,0000	25,11056711
212,1000	25,11056711
212,2000	25,11056711
212,3000	25,11056711
212,4000	25,11056711
212,5000	25,11056711
212,6000	25,11056711
212,7000	25,11056711
212,8000	25,11056711
212,9000	25,11056711
213,0000	25,11056711
213,1000	25,15592529
213,2000	25,11056711
213,3000	25,11056711
213,4000	25,11056711
213,5000	25,15592529
213,6000	25,11056711
213,7000	25,15592529
213,8000	25,11056711
213,9000	25,15592529
214,0000	25,11056711
214,1000	25,11056711
214,2000	25,11056711
214,3000	25,15592529
214,4000	25,11056711
214,5000	25,15592529
214,6000	25,11056711
214,7000	25,15592529
214,8000	25,11056711
214,9000	25,15592529
215,0000	25,11056711
215,1000	25,11056711
215,2000	25,20130766
215,3000	25,15592529
215,4000	25,11056711
215,5000	25,15592529
215,6000	25,20130766
215,7000	25,15592529
215,8000	25,11056711
215,9000	25,15592529
216,0000	25,11056711
216,1000	25,15592529
216,2000	25,20130766
216,3000	25,15592529
216,4000	25,20130766
216,5000	25,15592529
216,6000	25,11056711
216,7000	25,15592529
216,8000	25,20130766
216,9000	25,15592529
217,0000	25,11056711
217,1000	25,15592529
217,2000	25,11056711
217,3000	25,15592529
217,4000	25,20130766
217,5000	25,15592529
217,6000	25,20130766
217,7000	25,20130766
217,8000	25,11056711
217,9000	25,15592529
218,0000	25,20130766
218,1000	25,15592529
218,2000	25,20130766
218,3000	25,20130766
218,4000	25,20130766
218,5000	25,15592529
218,6000	25,20130766
218,7000	25,20130766
218,8000	25,20130766
218,9000	25,15592529
219,0000	25,20130766
219,1000	25,20130766
219,2000	25,20130766
219,3000	25,20130766
219,4000	25,20130766
219,5000	25,20130766
219,6000	25,20130766
219,7000	25,15592529
219,8000	25,20130766
219,9000	25,20130766
220,0000	25,20130766
220,1000	25,15592529
220,2000	25,20130766
220,3000	25,20130766
220,4000	25,20130766
220,5000	25,15592529
220,6000	25,20130766
220,7000	25,20130766
220,8000	25,20130766
220,9000	25,20130766
221,0000	25,20130766
221,1000	25,20130766
221,2000	25,20130766
221,3000	25,20130766
221,4000	25,20130766
221,5000	25,20130766
221,6000	25,20130766
221,7000	25,20130766
221,8000	25,20130766
221,9000	25,20130766
222,0000	25,20130766
222,1000	25,20130766
222,2000	25,20130766
222,3000	25,20130766
222,4000	25,20130766
222,5000	25,24671434
222,6000	25,20130766
222,7000	25,20130766
222,8000	25,24671434
222,9000	25,24671434
223,0000	25,20130766
223,1000	25,20130766
223,2000	25,20130766
223,3000	25,20130766
223,4000	25,24671434
223,5000	25,24671434
223,6000	25,20130766
223,7000	25,20130766
223,8000	25,24671434
223,9000	25,24671434
224,0000	25,24671434
224,1000	25,24671434
224,2000	25,24671434
224,3000	25,24671434
224,4000	25,24671434
224,5000	25,24671434
224,6000	25,29214542
224,7000	25,20130766
224,8000	25,24671434
224,9000	25,24671434
225,0000	25,29214542
225,1000	25,24671434
225,2000	25,29214542
225,3000	25,24671434
225,4000	25,29214542
225,5000	25,24671434
225,6000	25,29214542
225,7000	25,24671434
225,8000	25,29214542
225,9000	25,24671434
226,0000	25,29214542
226,1000	25,24671434
226,2000	25,24671434
226,3000	25,24671434
226,4000	25,29214542
226,5000	25,24671434
226,6000	25,29214542
226,7000	25,24671434
226,8000	25,29214542
226,9000	25,29214542
227,0000	25,29214542
227,1000	25,24671434
227,2000	25,29214542
227,3000	25,24671434
227,4000	25,29214542
227,5000	25,24671434
227,6000	25,29214542
227,7000	25,29214542
227,8000	25,29214542
227,9000	25,24671434
228,0000	25,29214542
228,1000	25,29214542
228,2000	25,29214542
228,3000	25,29214542
228,4000	25,29214542
228,5000	25,29214542
228,6000	25,29214542
228,7000	25,29214542
228,8000	25,29214542
228,9000	25,24671434
229,0000	25,29214542
229,1000	25,29214542
229,2000	25,29214542
229,3000	25,29214542
229,4000	25,29214542
229,5000	25,29214542
229,6000	25,29214542
229,7000	25,29214542
229,8000	25,29214542
229,9000	25,24671434
230,0000	25,33760102
230,1000	25,29214542
230,2000	25,29214542
230,3000	25,29214542
230,4000	25,29214542
230,5000	25,24671434
230,6000	25,29214542
230,7000	25,29214542
230,8000	25,33760102
230,9000	25,29214542
231,0000	25,29214542
231,1000	25,29214542
231,2000	25,29214542
231,3000	25,29214542
231,4000	25,33760102
231,5000	25,29214542
231,6000	25,33760102
231,7000	25,29214542
231,8000	25,29214542
231,9000	25,29214542
232,0000	25,29214542
232,1000	25,29214542
232,2000	25,33760102
232,3000	25,29214542
232,4000	25,33760102
232,5000	25,29214542
232,6000	25,29214542
232,7000	25,29214542
232,8000	25,33760102
232,9000	25,33760102
233,0000	25,33760102
233,1000	25,29214542
233,2000	25,33760102
233,3000	25,29214542
233,4000	25,33760102
233,5000	25,29214542
233,6000	25,38308125
233,7000	25,29214542
233,8000	25,33760102
233,9000	25,29214542
234,0000	25,33760102
234,1000	25,29214542
234,2000	25,33760102
234,3000	25,33760102
234,4000	25,33760102
234,5000	25,38308125
234,6000	25,38308125
234,7000	25,29214542
234,8000	25,38308125
234,9000	25,29214542
235,0000	25,38308125
235,1000	25,29214542
235,2000	25,38308125
235,3000	25,38308125
235,4000	25,38308125
235,5000	25,38308125
235,6000	25,38308125
235,7000	25,33760102
235,8000	25,38308125
235,9000	25,33760102
236,0000	25,38308125
236,1000	25,38308125
236,2000	25,38308125
236,3000	25,38308125
236,4000	25,38308125
236,5000	25,33760102
236,6000	25,38308125
236,7000	25,33760102
236,8000	25,38308125
236,9000	25,38308125
237,0000	25,38308125
237,1000	25,33760102
237,2000	25,38308125
237,3000	25,38308125
237,4000	25,38308125
237,5000	25,38308125
237,6000	25,38308125
237,7000	25,38308125
237,8000	25,38308125
237,9000	25,38308125
238,0000	25,42858622
238,1000	25,38308125
238,2000	25,38308125
238,3000	25,38308125
238,4000	25,38308125
238,5000	25,38308125
238,6000	25,38308125
238,7000	25,38308125
238,8000	25,42858622
238,9000	25,38308125
239,0000	25,38308125
239,1000	25,38308125
239,2000	25,38308125
239,3000	25,38308125
239,4000	25,38308125
239,5000	25,38308125
239,6000	25,42858622
239,7000	25,38308125
239,8000	25,42858622
239,9000	25,38308125
240,0000	25,42858622
240,1000	25,38308125
240,2000	25,42858622
240,3000	25,42858622
240,4000	25,42858622
240,5000	25,42858622
240,6000	25,42858622
240,7000	25,38308125
240,8000	25,42858622
240,9000	25,38308125
241,0000	25,42858622
241,1000	25,42858622
241,2000	25,42858622
241,3000	25,38308125
241,4000	25,42858622
241,5000	25,42858622
241,6000	25,42858622
241,7000	25,42858622
241,8000	25,42858622
241,9000	25,42858622
242,0000	25,42858622
242,1000	25,42858622
242,2000	25,47411604
242,3000	25,42858622
242,4000	25,47411604
242,5000	25,42858622
242,6000	25,47411604
242,7000	25,42858622
242,8000	25,42858622
242,9000	25,42858622
243,0000	25,42858622
243,1000	25,42858622
243,2000	25,47411604
243,3000	25,42858622
243,4000	25,47411604
243,5000	25,42858622
243,6000	25,47411604
243,7000	25,42858622
243,8000	25,42858622
243,9000	25,42858622
244,0000	25,47411604
244,1000	25,42858622
244,2000	25,47411604
244,3000	25,42858622
244,4000	25,47411604
244,5000	25,42858622
244,6000	25,47411604
244,7000	25,42858622
244,8000	25,47411604
244,9000	25,47411604
245,0000	25,47411604
245,1000	25,42858622
245,2000	25,47411604
245,3000	25,47411604
245,4000	25,47411604
245,5000	25,47411604
245,6000	25,47411604
245,7000	25,47411604
245,8000	25,47411604
245,9000	25,47411604
246,0000	25,47411604
246,1000	25,47411604
246,2000	25,47411604
246,3000	25,47411604
246,4000	25,47411604
246,5000	25,47411604
246,6000	25,47411604
246,7000	25,47411604
246,8000	25,47411604
246,9000	25,42858622
247,0000	25,47411604
247,1000	25,47411604
247,2000	25,47411604
247,3000	25,47411604
247,4000	25,47411604
247,5000	25,47411604
247,6000	25,47411604
247,7000	25,47411604
247,8000	25,47411604
247,9000	25,47411604
248,0000	25,47411604
248,1000	25,47411604
248,2000	25,51967083
248,3000	25,47411604
248,4000	25,47411604
248,5000	25,47411604
248,6000	25,47411604
248,7000	25,47411604
248,8000	25,47411604
248,9000	25,47411604
249,0000	25,47411604
249,1000	25,47411604
249,2000	25,47411604
249,3000	25,47411604
249,4000	25,47411604
249,5000	25,47411604
249,6000	25,51967083
249,7000	25,47411604
249,8000	25,47411604
249,9000	25,47411604
250,0000	25,47411604
250,1000	25,47411604
250,2000	25,56525069
250,3000	25,47411604
250,4000	25,47411604
250,5000	25,47411604
250,6000	25,47411604
250,7000	25,51967083
250,8000	25,47411604
250,9000	25,51967083
251,0000	25,56525069
251,1000	25,47411604
251,2000	25,56525069
251,3000	25,47411604
251,4000	25,56525069
251,5000	25,47411604
251,6000	25,56525069
251,7000	25,51967083
251,8000	25,56525069
251,9000	25,51967083
252,0000	25,47411604
252,1000	25,51967083
252,2000	25,56525069
252,3000	25,51967083
252,4000	25,56525069
252,5000	25,51967083
