Temperatura, Can B, 24V
Tempo ( s )	Temperatura ( °C )
379,5000	27,17722846
379,6000	27,22378757
379,7000	27,17722846
379,8000	27,22378757
379,9000	27,22378757
380,0000	27,22378757
380,1000	27,17722846
380,2000	27,22378757
380,3000	27,22378757
380,4000	27,22378757
380,5000	27,22378757
380,6000	27,22378757
380,7000	27,22378757
380,8000	27,22378757
380,9000	27,22378757
381,0000	27,22378757
381,1000	27,17722846
381,2000	27,22378757
381,3000	27,22378757
381,4000	27,22378757
381,5000	27,22378757
381,6000	27,22378757
381,7000	27,22378757
381,8000	27,27037608
381,9000	27,22378757
382,0000	27,27037608
382,1000	27,22378757
382,2000	27,22378757
382,3000	27,22378757
382,4000	27,27037608
382,5000	27,22378757
382,6000	27,22378757
382,7000	27,22378757
382,8000	27,27037608
382,9000	27,22378757
383,0000	27,27037608
383,1000	27,22378757
383,2000	27,22378757
383,3000	27,27037608
383,4000	27,27037608
383,5000	27,27037608
383,6000	27,27037608
383,7000	27,22378757
383,8000	27,27037608
383,9000	27,22378757
384,0000	27,31699411
384,1000	27,27037608
384,2000	27,27037608
384,3000	27,27037608
384,4000	27,31699411
384,5000	27,27037608
384,6000	27,31699411
384,7000	27,27037608
384,8000	27,27037608
384,9000	27,27037608
385,0000	27,27037608
385,1000	27,27037608
385,2000	27,31699411
385,3000	27,27037608
385,4000	27,31699411
385,5000	27,27037608
385,6000	27,31699411
385,7000	27,27037608
385,8000	27,31699411
385,9000	27,27037608
386,0000	27,31699411
386,1000	27,27037608
386,2000	27,31699411
386,3000	27,31699411
386,4000	27,31699411
386,5000	27,27037608
386,6000	27,31699411
386,7000	27,31699411
386,8000	27,31699411
386,9000	27,31699411
387,0000	27,31699411
387,1000	27,27037608
387,2000	27,31699411
387,3000	27,27037608
387,4000	27,31699411
387,5000	27,31699411
387,6000	27,31699411
387,7000	27,36364179
387,8000	27,31699411
387,9000	27,27037608
388,0000	27,31699411
388,1000	27,31699411
388,2000	27,31699411
388,3000	27,31699411
388,4000	27,31699411
388,5000	27,36364179
388,6000	27,31699411
388,7000	27,36364179
388,8000	27,31699411
388,9000	27,31699411
389,0000	27,31699411
389,1000	27,31699411
389,2000	27,31699411
389,3000	27,36364179
389,4000	27,31699411
389,5000	27,31699411
389,6000	27,31699411
389,7000	27,36364179
389,8000	27,31699411
389,9000	27,36364179
390,0000	27,31699411
390,1000	27,36364179
390,2000	27,31699411
390,3000	27,31699411
390,4000	27,31699411
390,5000	27,36364179
390,6000	27,31699411
390,7000	27,36364179
390,8000	27,31699411
390,9000	27,36364179
391,0000	27,31699411
391,1000	27,31699411
391,2000	27,31699411
391,3000	27,36364179
391,4000	27,41031924
391,5000	27,36364179
391,6000	27,31699411
391,7000	27,36364179
391,8000	27,31699411
391,9000	27,36364179
392,0000	27,31699411
392,1000	27,36364179
392,2000	27,41031924
392,3000	27,36364179
392,4000	27,31699411
392,5000	27,36364179
392,6000	27,41031924
392,7000	27,36364179
392,8000	27,41031924
392,9000	27,36364179
393,0000	27,41031924
393,1000	27,36364179
393,2000	27,41031924
393,3000	27,36364179
393,4000	27,41031924
393,5000	27,36364179
393,6000	27,41031924
393,7000	27,36364179
393,8000	27,41031924
393,9000	27,36364179
394,0000	27,41031924
394,1000	27,41031924
394,2000	27,41031924
394,3000	27,41031924
394,4000	27,41031924
394,5000	27,36364179
394,6000	27,41031924
394,7000	27,41031924
394,8000	27,41031924
394,9000	27,41031924
395,0000	27,41031924
395,1000	27,41031924
395,2000	27,41031924
395,3000	27,36364179
395,4000	27,41031924
395,5000	27,41031924
395,6000	27,41031924
395,7000	27,41031924
395,8000	27,41031924
395,9000	27,41031924
396,0000	27,41031924
396,1000	27,41031924
396,2000	27,45702658
396,3000	27,45702658
396,4000	27,41031924
396,5000	27,41031924
396,6000	27,45702658
396,7000	27,41031924
396,8000	27,41031924
396,9000	27,41031924
397,0000	27,45702658
397,1000	27,41031924
397,2000	27,41031924
397,3000	27,41031924
397,4000	27,45702658
397,5000	27,41031924
397,6000	27,41031924
397,7000	27,45702658
397,8000	27,45702658
397,9000	27,45702658
398,0000	27,45702658
398,1000	27,45702658
398,2000	27,45702658
398,3000	27,45702658
398,4000	27,50376395
398,5000	27,45702658
398,6000	27,45702658
398,7000	27,45702658
398,8000	27,50376395
398,9000	27,45702658
399,0000	27,45702658
399,1000	27,45702658
399,2000	27,50376395
399,3000	27,45702658
399,4000	27,45702658
399,5000	27,45702658
399,6000	27,45702658
399,7000	27,45702658
399,8000	27,50376395
399,9000	27,45702658
400,0000	27,50376395
400,1000	27,45702658
400,2000	27,45702658
400,3000	27,45702658
400,4000	27,50376395
400,5000	27,45702658
400,6000	27,50376395
400,7000	27,45702658
400,8000	27,50376395
400,9000	27,45702658
401,0000	27,50376395
401,1000	27,50376395
401,2000	27,50376395
401,3000	27,45702658
401,4000	27,50376395
401,5000	27,45702658
401,6000	27,50376395
401,7000	27,50376395
401,8000	27,50376395
401,9000	27,50376395
402,0000	27,50376395
402,1000	27,45702658
402,2000	27,50376395
402,3000	27,50376395
402,4000	27,50376395
402,5000	27,50376395
402,6000	27,55053145
402,7000	27,45702658
402,8000	27,50376395
402,9000	27,50376395
403,0000	27,50376395
403,1000	27,50376395
403,2000	27,50376395
403,3000	27,50376395
403,4000	27,50376395
403,5000	27,50376395
403,6000	27,50376395
403,7000	27,50376395
403,8000	27,50376395
403,9000	27,50376395
404,0000	27,50376395
404,1000	27,50376395
404,2000	27,50376395
404,3000	27,50376395
404,4000	27,50376395
404,5000	27,50376395
404,6000	27,55053145
404,7000	27,50376395
404,8000	27,59732923
404,9000	27,50376395
405,0000	27,55053145
405,1000	27,50376395
405,2000	27,55053145
405,3000	27,50376395
405,4000	27,55053145
405,5000	27,50376395
405,6000	27,55053145
405,7000	27,55053145
405,8000	27,55053145
405,9000	27,50376395
406,0000	27,55053145
406,1000	27,50376395
406,2000	27,59732923
406,3000	27,55053145
406,4000	27,55053145
406,5000	27,50376395
406,6000	27,59732923
406,7000	27,50376395
406,8000	27,55053145
406,9000	27,50376395
407,0000	27,59732923
407,1000	27,50376395
407,2000	27,59732923
407,3000	27,50376395
407,4000	27,55053145
407,5000	27,50376395
407,6000	27,59732923
407,7000	27,55053145
407,8000	27,59732923
407,9000	27,55053145
408,0000	27,59732923
408,1000	27,59732923
408,2000	27,59732923
408,3000	27,50376395
408,4000	27,59732923
408,5000	27,55053145
408,6000	27,59732923
408,7000	27,55053145
408,8000	27,59732923
408,9000	27,59732923
409,0000	27,59732923
409,1000	27,59732923
409,2000	27,59732923
409,3000	27,55053145
409,4000	27,59732923
409,5000	27,59732923
409,6000	27,59732923
409,7000	27,59732923
409,8000	27,59732923
409,9000	27,59732923
410,0000	27,59732923
410,1000	27,59732923
410,2000	27,59732923
410,3000	27,55053145
410,4000	27,59732923
410,5000	27,59732923
410,6000	27,59732923
410,7000	27,59732923
410,8000	27,59732923
410,9000	27,59732923
411,0000	27,59732923
411,1000	27,59732923
411,2000	27,59732923
411,3000	27,59732923
411,4000	27,59732923
411,5000	27,59732923
411,6000	27,64415740
411,7000	27,59732923
411,8000	27,64415740
411,9000	27,64415740
412,0000	27,59732923
412,1000	27,64415740
412,2000	27,64415740
412,3000	27,59732923
412,4000	27,64415740
412,5000	27,64415740
412,6000	27,64415740
412,7000	27,59732923
412,8000	27,64415740
412,9000	27,64415740
413,0000	27,69101609
413,1000	27,64415740
413,2000	27,64415740
413,3000	27,64415740
413,4000	27,69101609
413,5000	27,64415740
413,6000	27,64415740
413,7000	27,64415740
413,8000	27,69101609
413,9000	27,64415740
414,0000	27,64415740
414,1000	27,64415740
414,2000	27,69101609
414,3000	27,64415740
414,4000	27,69101609
414,5000	27,64415740
414,6000	27,69101609
414,7000	27,64415740
414,8000	27,69101609
414,9000	27,64415740
415,0000	27,69101609
415,1000	27,64415740
415,2000	27,69101609
415,3000	27,64415740
415,4000	27,69101609
415,5000	27,64415740
415,6000	27,69101609
415,7000	27,64415740
415,8000	27,69101609
415,9000	27,64415740
416,0000	27,69101609
416,1000	27,69101609
416,2000	27,69101609
416,3000	27,69101609
416,4000	27,69101609
416,5000	27,69101609
416,6000	27,69101609
416,7000	27,69101609
416,8000	27,69101609
416,9000	27,64415740
417,0000	27,69101609
417,1000	27,69101609
417,2000	27,69101609
417,3000	27,69101609
417,4000	27,69101609
417,5000	27,64415740
417,6000	27,69101609
417,7000	27,69101609
417,8000	27,69101609
417,9000	27,69101609
418,0000	27,69101609
418,1000	27,69101609
418,2000	27,69101609
418,3000	27,69101609
418,4000	27,73790543
418,5000	27,69101609
418,6000	27,69101609
418,7000	27,69101609
418,8000	27,73790543
418,9000	27,69101609
419,0000	27,69101609
419,1000	27,69101609
419,2000	27,69101609
419,3000	27,69101609
419,4000	27,78482554
419,5000	27,69101609
419,6000	27,78482554
419,7000	27,69101609
419,8000	27,69101609
419,9000	27,69101609
420,0000	27,69101609
420,1000	27,69101609
420,2000	27,78482554
420,3000	27,69101609
420,4000	27,69101609
420,5000	27,69101609
420,6000	27,69101609
420,7000	27,69101609
420,8000	27,78482554
420,9000	27,69101609
421,0000	27,78482554
421,1000	27,69101609
421,2000	27,78482554
421,3000	27,69101609
421,4000	27,78482554
421,5000	27,69101609
421,6000	27,78482554
421,7000	27,69101609
421,8000	27,78482554
421,9000	27,69101609
422,0000	27,78482554
422,1000	27,69101609
422,2000	27,78482554
422,3000	27,73790543
422,4000	27,78482554
422,5000	27,69101609
422,6000	27,78482554
422,7000	27,69101609
422,8000	27,78482554
422,9000	27,69101609
423,0000	27,78482554
423,1000	27,69101609
423,2000	27,78482554
423,3000	27,69101609
423,4000	27,78482554
423,5000	27,73790543
423,6000	27,78482554
423,7000	27,78482554
423,8000	27,78482554
423,9000	27,78482554
424,0000	27,78482554
424,1000	27,69101609
424,2000	27,78482554
424,3000	27,78482554
424,4000	27,78482554
424,5000	27,78482554
424,6000	27,83177655
424,7000	27,78482554
424,8000	27,78482554
424,9000	27,78482554
425,0000	27,78482554
425,1000	27,78482554
425,2000	27,78482554
425,3000	27,78482554
425,4000	27,78482554
425,5000	27,78482554
425,6000	27,83177655
425,7000	27,83177655
425,8000	27,83177655
425,9000	27,78482554
426,0000	27,78482554
426,1000	27,78482554
426,2000	27,83177655
426,3000	27,83177655
426,4000	27,83177655
426,5000	27,78482554
426,6000	27,83177655
426,7000	27,83177655
426,8000	27,83177655
426,9000	27,83177655
427,0000	27,78482554
427,1000	27,83177655
427,2000	27,83177655
427,3000	27,83177655
427,4000	27,87875859
427,5000	27,83177655
427,6000	27,87875859
427,7000	27,83177655
427,8000	27,83177655
427,9000	27,83177655
428,0000	27,87875859
428,1000	27,83177655
428,2000	27,87875859
428,3000	27,83177655
428,4000	27,83177655
428,5000	27,83177655
428,6000	27,87875859
428,7000	27,83177655
428,8000	27,87875859
428,9000	27,83177655
429,0000	27,87875859
429,1000	27,83177655
429,2000	27,87875859
429,3000	27,83177655
429,4000	27,87875859
429,5000	27,83177655
429,6000	27,87875859
429,7000	27,83177655
429,8000	27,87875859
429,9000	27,83177655
430,0000	27,87875859
430,1000	27,87875859
430,2000	27,87875859
430,3000	27,87875859
430,4000	27,87875859
430,5000	27,83177655
430,6000	27,87875859
430,7000	27,87875859
430,8000	27,87875859
430,9000	27,83177655
431,0000	27,87875859
431,1000	27,83177655
431,2000	27,87875859
431,3000	27,87875859
431,4000	27,87875859
431,5000	27,87875859
431,6000	27,87875859
431,7000	27,87875859
431,8000	27,87875859
431,9000	27,87875859
432,0000	27,87875859
432,1000	27,87875859
432,2000	27,87875859
432,3000	27,87875859
432,4000	27,87875859
432,5000	27,87875859
432,6000	27,87875859
432,7000	27,87875859
432,8000	27,92577179
432,9000	27,87875859
433,0000	27,87875859
433,1000	27,87875859
433,2000	27,87875859
433,3000	27,87875859
433,4000	27,92577179
433,5000	27,87875859
433,6000	27,92577179
433,7000	27,87875859
433,8000	27,92577179
433,9000	27,87875859
434,0000	27,92577179
434,1000	27,87875859
434,2000	27,97281626
434,3000	27,87875859
434,4000	27,97281626
434,5000	27,87875859
434,6000	27,92577179
434,7000	27,87875859
434,8000	27,92577179
434,9000	27,87875859
435,0000	27,97281626
435,1000	27,87875859
435,2000	27,97281626
435,3000	27,87875859
435,4000	27,97281626
435,5000	27,87875859
435,6000	27,97281626
435,7000	27,87875859
435,8000	27,97281626
435,9000	27,87875859
436,0000	27,97281626
436,1000	27,92577179
436,2000	27,97281626
436,3000	27,87875859
436,4000	27,97281626
436,5000	27,92577179
436,6000	27,97281626
436,7000	27,87875859
436,8000	27,97281626
436,9000	27,87875859
437,0000	27,97281626
437,1000	27,92577179
437,2000	27,97281626
437,3000	27,92577179
437,4000	27,97281626
437,5000	27,97281626
437,6000	27,97281626
437,7000	27,97281626
437,8000	27,97281626
437,9000	27,97281626
438,0000	27,97281626
438,1000	27,97281626
438,2000	27,97281626
438,3000	27,97281626
438,4000	27,97281626
438,5000	27,97281626
438,6000	27,97281626
438,7000	27,97281626
438,8000	27,97281626
438,9000	27,97281626
439,0000	27,97281626
439,1000	27,97281626
439,2000	27,97281626
439,3000	27,97281626
439,4000	27,97281626
439,5000	27,97281626
439,6000	27,97281626
439,7000	27,97281626
439,8000	27,97281626
439,9000	27,97281626
440,0000	27,97281626
440,1000	27,97281626
440,2000	27,97281626
440,3000	27,97281626
440,4000	27,97281626
440,5000	28,01989215
440,6000	27,97281626
440,7000	28,01989215
440,8000	27,97281626
440,9000	27,97281626
441,0000	28,01989215
441,1000	28,01989215
441,2000	27,97281626
441,3000	28,01989215
441,4000	27,97281626
441,5000	28,01989215
441,6000	28,01989215
441,7000	28,01989215
441,8000	28,01989215
441,9000	28,01989215
442,0000	27,97281626
442,1000	28,01989215
442,2000	28,06699958
442,3000	28,01989215
442,4000	28,01989215
442,5000	28,01989215
442,6000	28,06699958
442,7000	28,01989215
442,8000	28,06699958
442,9000	28,01989215
443,0000	28,01989215
443,1000	28,01989215
443,2000	28,06699958
443,3000	28,01989215
443,4000	28,01989215
443,5000	28,06699958
443,6000	28,01989215
443,7000	28,01989215
443,8000	28,06699958
443,9000	28,01989215
444,0000	28,06699958
444,1000	28,01989215
444,2000	28,06699958
444,3000	28,01989215
444,4000	28,06699958
444,5000	28,01989215
444,6000	28,06699958
444,7000	28,06699958
444,8000	28,01989215
444,9000	28,06699958
445,0000	28,06699958
445,1000	28,06699958
445,2000	28,06699958
445,3000	28,06699958
445,4000	28,06699958
445,5000	28,01989215
445,6000	28,06699958
445,7000	28,06699958
445,8000	28,06699958
445,9000	28,01989215
446,0000	28,06699958
446,1000	28,06699958
446,2000	28,06699958
446,3000	28,06699958
446,4000	28,06699958
446,5000	28,06699958
446,6000	28,06699958
446,7000	28,06699958
446,8000	28,06699958
446,9000	28,06699958
447,0000	28,06699958
447,1000	28,06699958
447,2000	28,06699958
447,3000	28,11413868
447,4000	28,06699958
447,5000	28,06699958
447,6000	28,06699958
447,7000	28,06699958
447,8000	28,06699958
447,9000	28,11413868
448,0000	28,06699958
448,1000	28,06699958
448,2000	28,06699958
448,3000	28,06699958
448,4000	28,06699958
448,5000	28,06699958
448,6000	28,06699958
448,7000	28,06699958
448,8000	28,06699958
448,9000	28,11413868
449,0000	28,06699958
449,1000	28,11413868
449,2000	28,06699958
449,3000	28,11413868
449,4000	28,06699958
449,5000	28,11413868
449,6000	28,06699958
449,7000	28,06699958
449,8000	28,06699958
449,9000	28,11413868
450,0000	28,16130958
450,1000	28,11413868
450,2000	28,06699958
450,3000	28,11413868
450,4000	28,06699958
450,5000	28,11413868
450,6000	28,16130958
450,7000	28,11413868
450,8000	28,06699958
450,9000	28,11413868
451,0000	28,16130958
451,1000	28,11413868
451,2000	28,16130958
451,3000	28,11413868
451,4000	28,16130958
451,5000	28,11413868
451,6000	28,06699958
451,7000	28,11413868
451,8000	28,06699958
451,9000	28,11413868
452,0000	28,16130958
452,1000	28,11413868
452,2000	28,16130958
452,3000	28,11413868
452,4000	28,16130958
452,5000	28,16130958
452,6000	28,16130958
452,7000	28,11413868
452,8000	28,16130958
452,9000	28,16130958
453,0000	28,16130958
453,1000	28,16130958
453,2000	28,16130958
453,3000	28,11413868
453,4000	28,16130958
453,5000	28,16130958
453,6000	28,16130958
453,7000	28,16130958
453,8000	28,16130958
453,9000	28,16130958
454,0000	28,16130958
454,1000	28,16130958
454,2000	28,16130958
454,3000	28,16130958
454,4000	28,16130958
454,5000	28,16130958
454,6000	28,16130958
454,7000	28,16130958
454,8000	28,16130958
454,9000	28,16130958
455,0000	28,16130958
455,1000	28,16130958
455,2000	28,20851240
455,3000	28,16130958
455,4000	28,16130958
455,5000	28,16130958
455,6000	28,16130958
455,7000	28,16130958
455,8000	28,20851240
455,9000	28,16130958
456,0000	28,20851240
456,1000	28,16130958
456,2000	28,16130958
456,3000	28,20851240
456,4000	28,16130958
456,5000	28,16130958
456,6000	28,16130958
456,7000	28,16130958
456,8000	28,20851240
456,9000	28,16130958
457,0000	28,20851240
457,1000	28,16130958
457,2000	28,20851240
457,3000	28,20851240
457,4000	28,25574729
457,5000	28,20851240
457,6000	28,25574729
457,7000	28,20851240
457,8000	28,25574729
457,9000	28,20851240
458,0000	28,25574729
458,1000	28,20851240
458,2000	28,20851240
458,3000	28,20851240
458,4000	28,20851240
458,5000	28,20851240
458,6000	28,25574729
458,7000	28,20851240
458,8000	28,25574729
458,9000	28,20851240
459,0000	28,25574729
459,1000	28,20851240
459,2000	28,20851240
459,3000	28,20851240
459,4000	28,25574729
459,5000	28,20851240
459,6000	28,25574729
459,7000	28,20851240
459,8000	28,25574729
459,9000	28,25574729
460,0000	28,20851240
460,1000	28,25574729
460,2000	28,25574729
460,3000	28,25574729
460,4000	28,25574729
460,5000	28,20851240
460,6000	28,25574729
460,7000	28,20851240
460,8000	28,25574729
460,9000	28,25574729
461,0000	28,25574729
461,1000	28,25574729
461,2000	28,25574729
461,3000	28,25574729
461,4000	28,25574729
461,5000	28,25574729
461,6000	28,25574729
461,7000	28,25574729
461,8000	28,25574729
461,9000	28,25574729
462,0000	28,25574729
462,1000	28,25574729
462,2000	28,25574729
462,3000	28,25574729
462,4000	28,25574729
462,5000	28,25574729
462,6000	28,25574729
462,7000	28,25574729
462,8000	28,25574729
462,9000	28,25574729
463,0000	28,25574729
463,1000	28,25574729
463,2000	28,25574729
463,3000	28,25574729
463,4000	28,30301436
463,5000	28,25574729
463,6000	28,35031376
463,7000	28,25574729
463,8000	28,30301436
463,9000	28,25574729
464,0000	28,25574729
464,1000	28,25574729
464,2000	28,30301436
464,3000	28,25574729
464,4000	28,30301436
464,5000	28,25574729
464,6000	28,30301436
464,7000	28,25574729
464,8000	28,30301436
464,9000	28,25574729
465,0000	28,35031376
465,1000	28,25574729
465,2000	28,35031376
465,3000	28,25574729
465,4000	28,35031376
465,5000	28,25574729
465,6000	28,35031376
465,7000	28,25574729
465,8000	28,30301436
465,9000	28,30301436
466,0000	28,35031376
466,1000	28,30301436
466,2000	28,35031376
466,3000	28,30301436
466,4000	28,35031376
466,5000	28,25574729
466,6000	28,35031376
466,7000	28,30301436
466,8000	28,30301436
466,9000	28,30301436
467,0000	28,35031376
467,1000	28,30301436
467,2000	28,35031376
467,3000	28,30301436
467,4000	28,35031376
467,5000	28,30301436
467,6000	28,35031376
467,7000	28,30301436
467,8000	28,35031376
467,9000	28,30301436
468,0000	28,35031376
468,1000	28,30301436
468,2000	28,35031376
468,3000	28,30301436
468,4000	28,35031376
468,5000	28,35031376
468,6000	28,35031376
468,7000	28,35031376
468,8000	28,35031376
468,9000	28,35031376
469,0000	28,35031376
469,1000	28,35031376
469,2000	28,35031376
469,3000	28,35031376
469,4000	28,35031376
469,5000	28,35031376
469,6000	28,35031376
469,7000	28,35031376
469,8000	28,35031376
469,9000	28,35031376
470,0000	28,35031376
470,1000	28,35031376
470,2000	28,35031376
470,3000	28,35031376
470,4000	28,39764561
470,5000	28,35031376
470,6000	28,35031376
470,7000	28,35031376
470,8000	28,35031376
470,9000	28,35031376
471,0000	28,35031376
471,1000	28,39764561
471,2000	28,39764561
471,3000	28,35031376
471,4000	28,39764561
471,5000	28,39764561
471,6000	28,39764561
471,7000	28,35031376
471,8000	28,35031376
471,9000	28,39764561
472,0000	28,44501005
472,1000	28,35031376
472,2000	28,39764561
472,3000	28,39764561
472,4000	28,44501005
472,5000	28,35031376
472,6000	28,39764561
472,7000	28,39764561
472,8000	28,44501005
472,9000	28,39764561
473,0000	28,39764561
473,1000	28,39764561
473,2000	28,35031376
473,3000	28,39764561
473,4000	28,39764561
473,5000	28,39764561
473,6000	28,44501005
473,7000	28,39764561
473,8000	28,44501005
473,9000	28,39764561
474,0000	28,39764561
474,1000	28,39764561
474,2000	28,44501005
474,3000	28,39764561
474,4000	28,44501005
474,5000	28,39764561
474,6000	28,44501005
474,7000	28,39764561
474,8000	28,44501005
474,9000	28,44501005
475,0000	28,44501005
475,1000	28,39764561
475,2000	28,44501005
475,3000	28,39764561
475,4000	28,44501005
475,5000	28,39764561
475,6000	28,44501005
475,7000	28,39764561
475,8000	28,44501005
475,9000	28,44501005
476,0000	28,44501005
476,1000	28,44501005
476,2000	28,44501005
476,3000	28,39764561
476,4000	28,44501005
476,5000	28,44501005
476,6000	28,44501005
476,7000	28,44501005
476,8000	28,44501005
476,9000	28,44501005
477,0000	28,44501005
477,1000	28,44501005
477,2000	28,44501005
477,3000	28,44501005
477,4000	28,44501005
477,5000	28,44501005
477,6000	28,44501005
477,7000	28,44501005
477,8000	28,44501005
477,9000	28,39764561
478,0000	28,44501005
478,1000	28,44501005
478,2000	28,44501005
478,3000	28,44501005
478,4000	28,44501005
478,5000	28,44501005
478,6000	28,44501005
478,7000	28,44501005
478,8000	28,49240720
478,9000	28,44501005
479,0000	28,53983720
479,1000	28,44501005
479,2000	28,44501005
479,3000	28,44501005
479,4000	28,44501005
479,5000	28,44501005
479,6000	28,44501005
479,7000	28,44501005
479,8000	28,53983720
479,9000	28,44501005
480,0000	28,44501005
480,1000	28,44501005
480,2000	28,44501005
480,3000	28,44501005
480,4000	28,44501005
480,5000	28,44501005
480,6000	28,49240720
480,7000	28,44501005
480,8000	28,49240720
480,9000	28,44501005
481,0000	28,49240720
481,1000	28,49240720
481,2000	28,53983720
481,3000	28,44501005
481,4000	28,53983720
481,5000	28,49240720
481,6000	28,53983720
481,7000	28,53983720
481,8000	28,53983720
481,9000	28,49240720
482,0000	28,53983720
482,1000	28,49240720
482,2000	28,49240720
482,3000	28,49240720
482,4000	28,49240720
482,5000	28,49240720
482,6000	28,53983720
482,7000	28,44501005
482,8000	28,53983720
482,9000	28,49240720
483,0000	28,53983720
483,1000	28,49240720
483,2000	28,53983720
483,3000	28,53983720
483,4000	28,53983720
483,5000	28,53983720
483,6000	28,53983720
483,7000	28,53983720
483,8000	28,53983720
483,9000	28,53983720
484,0000	28,53983720
484,1000	28,49240720
484,2000	28,53983720
484,3000	28,53983720
484,4000	28,53983720
484,5000	28,53983720
484,6000	28,53983720
484,7000	28,49240720
484,8000	28,53983720
484,9000	28,53983720
485,0000	28,53983720
485,1000	28,53983720
485,2000	28,53983720
485,3000	28,53983720
485,4000	28,58730018
485,5000	28,53983720
485,6000	28,58730018
485,7000	28,53983720
485,8000	28,53983720
485,9000	28,53983720
486,0000	28,53983720
486,1000	28,53983720
486,2000	28,58730018
486,3000	28,53983720
486,4000	28,58730018
486,5000	28,53983720
486,6000	28,53983720
486,7000	28,53983720
486,8000	28,58730018
486,9000	28,58730018
487,0000	28,58730018
487,1000	28,53983720
487,2000	28,58730018
487,3000	28,58730018
487,4000	28,58730018
487,5000	28,58730018
487,6000	28,63479628
487,7000	28,53983720
487,8000	28,58730018
487,9000	28,58730018
488,0000	28,63479628
488,1000	28,53983720
488,2000	28,58730018
488,3000	28,58730018
488,4000	28,58730018
488,5000	28,58730018
488,6000	28,58730018
488,7000	28,58730018
488,8000	28,63479628
488,9000	28,58730018
489,0000	28,63479628
489,1000	28,58730018
489,2000	28,63479628
489,3000	28,58730018
489,4000	28,58730018
489,5000	28,58730018
489,6000	28,63479628
489,7000	28,58730018
489,8000	28,58730018
489,9000	28,58730018
490,0000	28,63479628
490,1000	28,58730018
490,2000	28,63479628
490,3000	28,58730018
490,4000	28,63479628
490,5000	28,63479628
490,6000	28,63479628
490,7000	28,63479628
490,8000	28,63479628
490,9000	28,58730018
491,0000	28,63479628
491,1000	28,58730018
491,2000	28,63479628
491,3000	28,58730018
491,4000	28,63479628
491,5000	28,58730018
491,6000	28,63479628
491,7000	28,63479628
491,8000	28,63479628
491,9000	28,58730018
492,0000	28,63479628
492,1000	28,63479628
492,2000	28,63479628
492,3000	28,63479628
492,4000	28,63479628
492,5000	28,63479628
492,6000	28,63479628
492,7000	28,63479628
492,8000	28,63479628
492,9000	28,63479628
493,0000	28,63479628
493,1000	28,63479628
493,2000	28,63479628
493,3000	28,58730018
493,4000	28,63479628
493,5000	28,58730018
493,6000	28,63479628
493,7000	28,63479628
493,8000	28,63479628
493,9000	28,63479628
494,0000	28,63479628
494,1000	28,63479628
494,2000	28,63479628
494,3000	28,63479628
494,4000	28,68232563
494,5000	28,63479628
494,6000	28,68232563
494,7000	28,63479628
494,8000	28,63479628
494,9000	28,63479628
495,0000	28,68232563
495,1000	28,63479628
495,2000	28,68232563
495,3000	28,63479628
495,4000	28,72988836
495,5000	28,63479628
495,6000	28,72988836
495,7000	28,63479628
495,8000	28,63479628
495,9000	28,63479628
496,0000	28,68232563
496,1000	28,63479628
496,2000	28,72988836
496,3000	28,68232563
496,4000	28,72988836
496,5000	28,63479628
496,6000	28,68232563
496,7000	28,68232563
496,8000	28,72988836
496,9000	28,63479628
497,0000	28,72988836
497,1000	28,68232563
497,2000	28,72988836
497,3000	28,68232563
497,4000	28,72988836
497,5000	28,63479628
497,6000	28,68232563
497,7000	28,68232563
497,8000	28,72988836
497,9000	28,68232563
498,0000	28,68232563
498,1000	28,68232563
498,2000	28,72988836
498,3000	28,68232563
498,4000	28,72988836
498,5000	28,72988836
498,6000	28,72988836
498,7000	28,68232563
498,8000	28,72988836
498,9000	28,68232563
499,0000	28,72988836
499,1000	28,68232563
499,2000	28,72988836
499,3000	28,72988836
499,4000	28,72988836
499,5000	28,68232563
499,6000	28,72988836
499,7000	28,72988836
499,8000	28,72988836
499,9000	28,72988836
500,0000	28,72988836
500,1000	28,72988836
500,2000	28,72988836
500,3000	28,72988836
500,4000	28,72988836
500,5000	28,72988836
500,6000	28,72988836
500,7000	28,72988836
500,8000	28,77748462
500,9000	28,72988836
501,0000	28,72988836
501,1000	28,72988836
501,2000	28,72988836
501,3000	28,72988836
501,4000	28,72988836
501,5000	28,72988836
501,6000	28,72988836
501,7000	28,72988836
501,8000	28,72988836
501,9000	28,72988836
502,0000	28,77748462
502,1000	28,72988836
502,2000	28,72988836
502,3000	28,72988836
502,4000	28,77748462
502,5000	28,77748462
502,6000	28,82511452
502,7000	28,77748462
502,8000	28,77748462
502,9000	28,77748462
503,0000	28,77748462
503,1000	28,77748462
503,2000	28,77748462
503,3000	28,72988836
503,4000	28,82511452
503,5000	28,77748462
503,6000	28,77748462
503,7000	28,72988836
503,8000	28,77748462
503,9000	28,77748462
504,0000	28,82511452
504,1000	28,77748462
504,2000	28,82511452
504,3000	28,77748462
504,4000	28,82511452
504,5000	28,77748462
504,6000	28,82511452
504,7000	28,77748462
504,8000	28,82511452
504,9000	28,77748462
505,0000	28,82511452
505,1000	28,77748462
505,2000	28,82511452
505,3000	28,77748462
505,4000	28,82511452
505,5000	28,77748462
505,6000	28,77748462
505,7000	28,77748462
505,8000	28,82511452
505,9000	28,77748462
506,0000	28,82511452
506,1000	28,77748462
506,2000	28,82511452
506,3000	28,77748462
