#r		P		D
           10.08 -0.0919295504968 -0.0191958655424
           10.09  -0.092121279872 -0.0191500494958
            10.1  -0.092312551486 -0.0191043130507
           10.11 -0.0925033661323 -0.0190586557103
           10.12 -0.0926937245995 -0.0190130769806
           10.13 -0.0928836276713 -0.0189675763711
           10.14 -0.0930730761263 -0.0189221533937
           10.15 -0.0932620707385 -0.0188768075638
           10.16 -0.0934506122769 -0.0188315383995
           10.17 -0.0936387015059 -0.0187863454218
           10.18 -0.0938263391847  -0.018741228155
           10.19 -0.0940135260683 -0.0186961861259
            10.2 -0.0942002629066 -0.0186512188645
           10.21  -0.094386550445 -0.0186063259036
           10.22 -0.0945723894241 -0.0185615067788
           10.23   -0.09475778058 -0.0185167610289
           10.24 -0.0949427246441 -0.0184720881952
           10.25 -0.0951272223433  -0.018427487822
           10.26 -0.0953112743999 -0.0183829594565
           10.27 -0.0954948815318 -0.0183385026486
           10.28 -0.0956780444523  -0.018294116951
           10.29 -0.0958607638703 -0.0182498019195
            10.3 -0.0960430404901 -0.0182055571123
           10.31 -0.0962248750119 -0.0181613820905
           10.32 -0.0964062681314  -0.018117276418
           10.33 -0.0965872205398 -0.0180732396615
           10.34 -0.0967677329241 -0.0180292713903
           10.35  -0.096947805967 -0.0179853711766
           10.36 -0.0971274403471 -0.0179415385951
           10.37 -0.0973066367384 -0.0178977732233
           10.38  -0.097485395811 -0.0178540746414
           10.39 -0.0976637182307 -0.0178104424323
            10.4 -0.0978416046591 -0.0177668761815
           10.41 -0.0980190557538 -0.0177233754771
           10.42 -0.0981960721681   -0.01767993991
           10.43 -0.0983726545515 -0.0176365690736
           10.44 -0.0985488035491 -0.0175932625639
           10.45 -0.0987245198023 -0.0175500199796
           10.46 -0.0988998039482 -0.0175068409219
           10.47 -0.0990746566202 -0.0174637249947
           10.48 -0.0992490784476 -0.0174206718043
           10.49 -0.0994230700558 -0.0173776809596
            10.5 -0.0995966320663 -0.0173347520722
           10.51 -0.0997697650968  -0.017291884756
           10.52  -0.099942469761 -0.0172490786275
           10.53  -0.100114746669 -0.0172063333059
           10.54  -0.100286596427 -0.0171636484127
           10.55  -0.100458019637 -0.0171210235718
           10.56  -0.100629016898 -0.0170784584098
           10.57  -0.100799588804 -0.0170359525557
           10.58  -0.100969735948 -0.0169935056409
           10.59  -0.101139458917 -0.0169511172993
            10.6  -0.101308758294 -0.0169087871671
           10.61   -0.10147763466 -0.0168665148831
           10.62  -0.101646088591 -0.0168243000884
           10.63  -0.101814120661 -0.0167821424266
           10.64  -0.101981731439 -0.0167400415436
           10.65  -0.102148921492 -0.0166979970876
           10.66  -0.102315691381 -0.0166560087095
           10.67  -0.102482041665 -0.0166140760621
           10.68  -0.102647972901 -0.0165721988009
           10.69  -0.102813485641 -0.0165303765836
            10.7  -0.102978580433 -0.0164886090702
           10.71  -0.103143257822 -0.0164468959232
           10.72  -0.103307518351 -0.0164052368071
           10.73  -0.103471362558 -0.0163636313891
           10.74  -0.103634790978 -0.0163220793382
           10.75  -0.103797804144 -0.0162805803261
           10.76  -0.103960402584 -0.0162391340265
           10.77  -0.104122586824 -0.0161977401155
           10.78  -0.104284357386 -0.0161563982715
           10.79  -0.104445714789 -0.0161151081749
            10.8  -0.104606659549 -0.0160738695086
           10.81  -0.104767192179 -0.0160326819575
           10.82  -0.104927313188 -0.0159915452088
           10.83  -0.105087023083  -0.015950458952
           10.84  -0.105246322367 -0.0159094228786
           10.85   -0.10540521154 -0.0158684366824
           10.86    -0.1055636911 -0.0158275000593
           10.87  -0.105721761541 -0.0157866127075
           10.88  -0.105879423354 -0.0157457743272
           10.89  -0.106036677027 -0.0157049846207
            10.9  -0.106193523046 -0.0156642432927
           10.91  -0.106349961893 -0.0156235500498
           10.92  -0.106505994047 -0.0155829046008
           10.93  -0.106661619985 -0.0155423066565
           10.94   -0.10681684018 -0.0155017559299
           10.95  -0.106971655103 -0.0154612521361
           10.96  -0.107126065222 -0.0154207949923
           10.97  -0.107280071003 -0.0153803842176
           10.98  -0.107433672906 -0.0153400195333
           10.99  -0.107586871393 -0.0152997006627
              11  -0.107739666919 -0.0152594273313
           11.01  -0.107892059939 -0.0152191992664
           11.02  -0.108044050904 -0.0151790161974
           11.03  -0.108195640263 -0.0151388778559
           11.04  -0.108346828461 -0.0150987839753
           11.05  -0.108497615942  -0.015058734291
           11.06  -0.108648003147 -0.0150187285405
           11.07  -0.108797990513 -0.0149787664633
           11.08  -0.108947578476 -0.0149388478006
           11.09  -0.109096767469 -0.0148989722961
            11.1  -0.109245557921 -0.0148591396948
           11.11  -0.109393950262 -0.0148193497443
           11.12  -0.109541944916 -0.0147796021936
           11.13  -0.109689542306  -0.014739896794
           11.14  -0.109836742852 -0.0147002332985
           11.15  -0.109983546972 -0.0146606114622
           11.16  -0.110129955081 -0.0146210310419
           11.17  -0.110275967592 -0.0145814917965
           11.18  -0.110421584917 -0.0145419934867
           11.19  -0.110566807462 -0.0145025358751
            11.2  -0.110711635634 -0.0144631187261
           11.21  -0.110856069836 -0.0144237418061
           11.22   -0.11100011047 -0.0143844048833
           11.23  -0.111143757934 -0.0143451077277
           11.24  -0.111287012624 -0.0143058501113
           11.25  -0.111429874936 -0.0142666318077
           11.26   -0.11157234526 -0.0142274525926
           11.27  -0.111714423987 -0.0141883122434
           11.28  -0.111856111505 -0.0141492105391
           11.29  -0.111997408198 -0.0141101472609
            11.3   -0.11213831445 -0.0140711221915
           11.31  -0.112278830642 -0.0140321351156
           11.32  -0.112418957152 -0.0139931858195
           11.33  -0.112558694358 -0.0139542740913
           11.34  -0.112698042634 -0.0139153997211
           11.35  -0.112837002352 -0.0138765625005
           11.36  -0.112975573883 -0.0138377622228
           11.37  -0.113113757596 -0.0137989986834
           11.38  -0.113251553857 -0.0137602716791
           11.39   -0.11338896303 -0.0137215810087
            11.4  -0.113525985477 -0.0136829264723
           11.41  -0.113662621559 -0.0136443078723
           11.42  -0.113798871634 -0.0136057250123
           11.43  -0.113934736059 -0.0135671776979
           11.44  -0.114070215188 -0.0135286657363
           11.45  -0.114205309374 -0.0134901889364
           11.46  -0.114340018967 -0.0134517471087
           11.47  -0.114474344316 -0.0134133400655
           11.48  -0.114608285768 -0.0133749676207
           11.49  -0.114741843668 -0.0133366295898
            11.5   -0.11487501836 -0.0132983257902
           11.51  -0.115007810184 -0.0132600560406
           11.52   -0.11514021948 -0.0132218201616
           11.53  -0.115272246587 -0.0131836179753
           11.54   -0.11540389184 -0.0131454493055
           11.55  -0.115535155573 -0.0131073139775
           11.56  -0.115666038119 -0.0130692118183
           11.57  -0.115796539809 -0.0130311426566
           11.58  -0.115926660972 -0.0129931063225
           11.59  -0.116056401936 -0.0129551026478
            11.6  -0.116185763025 -0.0129171314659
           11.61  -0.116314744565 -0.0128791926116
           11.62  -0.116443346877 -0.0128412859216
           11.63  -0.116571570283 -0.0128034112339
           11.64  -0.116699415102 -0.0127655683881
           11.65  -0.116826881651 -0.0127277572254
           11.66  -0.116953970246 -0.0126899775886
           11.67  -0.117080681203 -0.0126522293218
           11.68  -0.117207014833 -0.0126145122709
           11.69  -0.117332971448 -0.0125768262831
            11.7  -0.117458551358 -0.0125391712075
           11.71  -0.117583754872 -0.0125015468941
           11.72  -0.117708582296  -0.012463953195
           11.73  -0.117833033936 -0.0124263899634
           11.74  -0.117957110095 -0.0123888570542
           11.75  -0.118080811077 -0.0123513543237
           11.76  -0.118204137182 -0.0123138816297
           11.77  -0.118327088709 -0.0122764388314
           11.78  -0.118449665958 -0.0122390257897
           11.79  -0.118571869225 -0.0122016423666
            11.8  -0.118693698806 -0.0121642884259
           11.81  -0.118815154994 -0.0121269638326
           11.82  -0.118936238082 -0.0120896684532
           11.83  -0.119056948363 -0.0120524021558
           11.84  -0.119177286125 -0.0120151648097
           11.85  -0.119297251659 -0.0119779562857
           11.86  -0.119416845251 -0.0119407764561
           11.87  -0.119536067188 -0.0119036251945
           11.88  -0.119654917755 -0.0118665023759
           11.89  -0.119773397235 -0.0118294078768
            11.9  -0.119891505912 -0.0117923415751
           11.91  -0.120009244067 -0.0117553033499
           11.92  -0.120126611979 -0.0117182930818
           11.93  -0.120243609929 -0.0116813106528
           11.94  -0.120360238192 -0.0116443559462
           11.95  -0.120476497048 -0.0116074288468
           11.96  -0.120592386769 -0.0115705292405
           11.97  -0.120707907632 -0.0115336570148
           11.98   -0.12082305991 -0.0114968120584
           11.99  -0.120937843874 -0.0114599942614
              12  -0.121052259795 -0.0114232035152
           12.01  -0.121166307944 -0.0113864397125
           12.02  -0.121279988589 -0.0113497027474
           12.03  -0.121393301999 -0.0113129925152
           12.04   -0.12150624844 -0.0112763089127
           12.05  -0.121618828177 -0.0112396518377
           12.06  -0.121731041476 -0.0112030211896
           12.07  -0.121842888601 -0.0111664168689
           12.08  -0.121954369814 -0.0111298387775
           12.09  -0.122065485376 -0.0110932868184
            12.1   -0.12217623555 -0.0110567608961
           12.11  -0.122286620594 -0.0110202609162
           12.12  -0.122396640768 -0.0109837867857
           12.13   -0.12250629633 -0.0109473384127
           12.14  -0.122615587537 -0.0109109157067
           12.15  -0.122724514644 -0.0108745185783
           12.16  -0.122833077908 -0.0108381469394
           12.17  -0.122941277583 -0.0108018007031
           12.18  -0.123049113922  -0.010765479784
           12.19  -0.123156587179 -0.0107291840974
            12.2  -0.123263697604 -0.0106929135603
           12.21   -0.12337044545 -0.0106566680906
           12.22  -0.123476830966 -0.0106204476076
           12.23  -0.123582854402 -0.0105842520316
           12.24  -0.123688516007 -0.0105480812844
           12.25  -0.123793816028 -0.0105119352886
           12.26  -0.123898754713 -0.0104758139683
           12.27  -0.124003332308 -0.0104397172487
           12.28  -0.124107549058  -0.010403645056
           12.29  -0.124211405209 -0.0103675973178
            12.3  -0.124314901004 -0.0103315739627
           12.31  -0.124418036688 -0.0102955749205
           12.32  -0.124520812503 -0.0102596001222
           12.33  -0.124623228691 -0.0102236494999
           12.34  -0.124725285493 -0.0101877229869
           12.35   -0.12482698315 -0.0101518205175
           12.36  -0.124928321903 -0.0101159420272
           12.37  -0.125029301991 -0.0100800874526
           12.38  -0.125129923652 -0.0100442567316
           12.39  -0.125230187126 -0.0100084498029
            12.4  -0.125330092649 -0.00997266660659
           12.41  -0.125429640458 -0.00993690708364
           12.42   -0.12552883079 -0.00990117117624
           12.43  -0.125627663882 -0.00986545882765
           12.44  -0.125726139967 -0.0098297699822
           12.45  -0.125824259281 -0.00979410458531
           12.46  -0.125922022059 -0.00975846258349
           12.47  -0.126019428533 -0.00972284392428
           12.48  -0.126116478937 -0.00968724855632
           12.49  -0.126213173504 -0.0096516764293
            12.5  -0.126309512466 -0.00961612749395
           12.51  -0.126405496054 -0.00958060170207
           12.52    -0.1265011245 -0.00954509900648
           12.53  -0.126596398035 -0.00950961936106
           12.54  -0.126691316888 -0.00947416272072
           12.55  -0.126785881289 -0.00943872904139
           12.56  -0.126880091469 -0.00940331828001
           12.57  -0.126973947655 -0.00936793039458
           12.58  -0.127067450077 -0.00933256534407
           12.59  -0.127160598962 -0.00929722308847
            12.6  -0.127253394538 -0.00926190358879
           12.61  -0.127345837034 -0.00922660680702
           12.62  -0.127437926675 -0.00919133270614
           12.63  -0.127529663688 -0.00915608125013
           12.64    -0.1276210483 -0.00912085240394
           12.65  -0.127712080736 -0.00908564613351
           12.66  -0.127802761223 -0.00905046240574
           12.67  -0.127893089984 -0.0090153011885
           12.68  -0.127983067246 -0.00898016245063
           12.69  -0.128072693234 -0.00894504616191
            12.7   -0.12816196817 -0.0089099522931
           12.71   -0.12825089228 -0.00887488081589
           12.72  -0.128339465786 -0.00883983170289
           12.73  -0.128427688914 -0.00880480492769
           12.74  -0.128515561885 -0.00876980046479
           12.75  -0.128603084923 -0.00873481828961
           12.76  -0.128690258251 -0.0086998583785
           12.77  -0.128777082091 -0.00866492070874
           12.78  -0.128863556665 -0.0086300052585
           12.79  -0.128949682196 -0.00859511200688
            12.8  -0.129035458906 -0.00856024093386
           12.81  -0.129120887015 -0.00852539202034
           12.82  -0.129205966746 -0.00849056524809
           12.83   -0.12929069832 -0.00845576059978
           12.84  -0.129375081958 -0.00842097805897
           12.85  -0.129459117881 -0.00838621761009
           12.86  -0.129542806311 -0.00835147923844
           12.87  -0.129626147466 -0.0083167629302
           12.88  -0.129709141569 -0.00828206867239
           12.89   -0.12979178884 -0.00824739645292
            12.9  -0.129874089499 -0.00821274626054
           12.91  -0.129956043765 -0.00817811808484
           12.92   -0.13003765186 -0.00814351191627
           12.93  -0.130118914004 -0.00810892774611
           12.94  -0.130199830416 -0.00807436556648
           12.95  -0.130280401315 -0.00803982537032
           12.96  -0.130360626923 -0.00800530715142
           12.97  -0.130440507459 -0.00797081090435
           12.98  -0.130520043141 -0.00793633662454
           12.99  -0.130599234191 -0.0079018843082
              13  -0.130678080828 -0.00786745395237
           13.01   -0.13075658327 -0.00783304555486
           13.02  -0.130834741739 -0.00779865911431
           13.03  -0.130912556453 -0.00776429463013
           13.04  -0.130990027632 -0.00772995210254
           13.05  -0.131067155495 -0.00769563153251
           13.06  -0.131143940263 -0.00766133292182
           13.07  -0.131220382154 -0.00762705627301
           13.08  -0.131296481388 -0.00759280158938
           13.09  -0.131372238186 -0.00755856887501
            13.1  -0.131447652766 -0.00752435813474
           13.11  -0.131522725349 -0.00749016937414
           13.12  -0.131597456154 -0.00745600259957
           13.13  -0.131671845401 -0.0074218578181
           13.14   -0.13174589331 -0.00738773503756
           13.15  -0.131819600102 -0.00735363426651
           13.16  -0.131892965996 -0.00731955551425
           13.17  -0.131965991212 -0.00728549879079
           13.18  -0.132038675972 -0.00725146410688
           13.19  -0.132111020495 -0.00721745147399
            13.2  -0.132183025001 -0.00718346090428
           13.21  -0.132254689713 -0.00714949241064
           13.22   -0.13232601485 -0.00711554600666
           13.23  -0.132397000633 -0.00708162170663
           13.24  -0.132467647284 -0.00704771952554
           13.25  -0.132537955024 -0.00701383947905
           13.26  -0.132607924074 -0.00697998158353
           13.27  -0.132677554656 -0.00694614585603
           13.28  -0.132746846991 -0.00691233231426
           13.29  -0.132815801302 -0.00687854097661
            13.3  -0.132884417811 -0.00684477186215
           13.31   -0.13295269674 -0.00681102499061
           13.32  -0.133020638311 -0.00677730038236
           13.33  -0.133088242748 -0.00674359805845
           13.34  -0.133155510272 -0.00670991804056
           13.35  -0.133222441109 -0.00667626035104
           13.36   -0.13328903548 -0.00664262501286
           13.37  -0.133355293609 -0.00660901204963
           13.38  -0.133421215721 -0.00657542148561
           13.39  -0.133486802039 -0.00654185334566
            13.4  -0.133552052788 -0.00650830765529
           13.41  -0.133616968192 -0.00647478444061
           13.42  -0.133681548477 -0.00644128372836
           13.43  -0.133745793867 -0.00640780554589
           13.44  -0.133809704588 -0.00637434992113
           13.45  -0.133873280866 -0.00634091688266
           13.46  -0.133936522926 -0.0063075064596
           13.47  -0.133999430995 -0.00627411868172
           13.48    -0.1340620053 -0.00624075357933
           13.49  -0.134124246067 -0.00620741118336
            13.5  -0.134186153524 -0.0061740915253
           13.51  -0.134247727898 -0.00614079463722
           13.52  -0.134308969417 -0.00610752055176
           13.53  -0.134369878309 -0.00607426930214
           13.54  -0.134430454803 -0.00604104092213
           13.55  -0.134490699128 -0.00600783544606
           13.56  -0.134550611512 -0.00597465290881
           13.57  -0.134610192186 -0.00594149334582
           13.58  -0.134669441379 -0.00590835679307
           13.59  -0.134728359322 -0.00587524328708
            13.6  -0.134786946245 -0.00584215286492
           13.61   -0.13484520238 -0.00580908556417
           13.62  -0.134903127957 -0.00577604142295
           13.63  -0.134960723208 -0.00574302047991
           13.64  -0.135017988367 -0.00571002277421
           13.65  -0.135074923664 -0.00567704834554
           13.66  -0.135131529334 -0.00564409723408
           13.67  -0.135187805609 -0.00561116948054
           13.68  -0.135243752724 -0.00557826512611
           13.69  -0.135299370912 -0.0055453842125
            13.7  -0.135354660408 -0.00551252678191
           13.71  -0.135409621448 -0.00547969287702
           13.72  -0.135464254266  -0.005446882541
           13.73  -0.135518559099 -0.00541409581751
           13.74  -0.135572536182 -0.00538133275069
           13.75  -0.135626185754 -0.00534859338513
           13.76   -0.13567950805 -0.00531587776593
           13.77  -0.135732503309 -0.00528318593861
           13.78  -0.135785171769 -0.00525051794919
           13.79  -0.135837513669 -0.00521787384412
            13.8  -0.135889529246 -0.00518525367032
           13.81  -0.135941218742 -0.00515265747516
           13.82  -0.135992582396 -0.00512008530644
           13.83  -0.136043620449 -0.00508753721241
           13.84  -0.136094333141 -0.00505501324176
           13.85  -0.136144720714 -0.00502251344361
           13.86   -0.13619478341 -0.0049900378675
           13.87  -0.136244521471 -0.00495758656341
           13.88  -0.136293935141 -0.00492515958173
           13.89  -0.136343024663 -0.00489275697327
            13.9  -0.136391790281 -0.00486037878926
           13.91  -0.136440232239 -0.00482802508132
           13.92  -0.136488350783 -0.00479569590148
           13.93  -0.136536146158 -0.00476339130219
           13.94  -0.136583618609 -0.00473111133627
           13.95  -0.136630768385 -0.00469885605695
           13.96  -0.136677595731 -0.00466662551784
           13.97  -0.136724100895 -0.00463441977294
           13.98  -0.136770284126 -0.00460223887662
           13.99  -0.136816145673 -0.00457008288363
              14  -0.136861685784 -0.00453795184911
           14.01   -0.13690690471 -0.00450584582855
           14.02  -0.136951802701 -0.0044737648778
           14.03  -0.136996380008 -0.00444170905309
           14.04  -0.137040636882  -0.004409678411
           14.05  -0.137084573576 -0.00437767300844
           14.06  -0.137128190343 -0.0043456929027
           14.07  -0.137171487435 -0.00431373815141
           14.08  -0.137214465106 -0.00428180881252
           14.09  -0.137257123611 -0.00424990494433
            14.1  -0.137299463205 -0.00421802660549
           14.11  -0.137341484144 -0.00418617385495
           14.12  -0.137383186683 -0.00415434675201
           14.13  -0.137424571079 -0.00412254535627
           14.14   -0.13746563759 -0.00409076972767
           14.15  -0.137506386474 -0.00405901992645
           14.16  -0.137546817989 -0.00402729601315
           14.17  -0.137586932394 -0.00399559804864
           14.18   -0.13762672995 -0.00396392609408
           14.19  -0.137666210916 -0.00393228021094
            14.2  -0.137705375554 -0.00390066046096
           14.21  -0.137744224126 -0.00386906690619
           14.22  -0.137782756893 -0.00383749960897
           14.23  -0.137820974118 -0.00380595863192
           14.24  -0.137858876066 -0.00377444403793
           14.25  -0.137896462999 -0.00374295589017
           14.26  -0.137933735184 -0.00371149425209
           14.27  -0.137970692885 -0.00368005918741
           14.28  -0.138007336368 -0.0036486507601
           14.29    -0.1380436659 -0.0036172690344
            14.3  -0.138079681749 -0.00358591407482
           14.31  -0.138115384182 -0.0035545859461
           14.32  -0.138150773468 -0.00352328471324
           14.33  -0.138185849876 -0.00349201044149
           14.34  -0.138220613677 -0.00346076319635
           14.35  -0.138255065141 -0.00342954304353
           14.36  -0.138289204538 -0.00339835004901
           14.37  -0.138323032142 -0.00336718427897
           14.38  -0.138356548224 -0.00333604579986
           14.39  -0.138389753058 -0.0033049346783
            14.4  -0.138422646918 -0.00327385098118
           14.41  -0.138455230078 -0.00324279477557
           14.42  -0.138487502814 -0.00321176612879
           14.43  -0.138519465401 -0.00318076510833
           14.44  -0.138551118116 -0.00314979178191
           14.45  -0.138582461237 -0.00311884621746
           14.46  -0.138613495041 -0.00308792848309
           14.47  -0.138644219807 -0.00305703864711
           14.48  -0.138674635814 -0.00302617677803
           14.49  -0.138704743342 -0.00299534294455
            14.5  -0.138734542673 -0.00296453721554
           14.51  -0.138764034087 -0.00293375966006
           14.52  -0.138793217866 -0.00290301034736
           14.53  -0.138822094294 -0.00287228934684
           14.54  -0.138850663654 -0.0028415967281
           14.55  -0.138878926229 -0.00281093256088
           14.56  -0.138906882305 -0.00278029691509
           14.57  -0.138934532168 -0.00274968986082
           14.58  -0.138961876103 -0.0027191114683
           14.59  -0.138988914397 -0.00268856180792
            14.6  -0.139015647339 -0.00265804095021
           14.61  -0.139042075216 -0.00262754896585
           14.62  -0.139068198319 -0.00259708592568
           14.63  -0.139094016935 -0.00256665190067
           14.64  -0.139119531357 -0.00253624696191
           14.65  -0.139144741875 -0.00250587118064
           14.66  -0.139169648781 -0.00247552462823
           14.67  -0.139194252368 -0.00244520737617
           14.68  -0.139218552929 -0.00241491949609
           14.69  -0.139242550758 -0.00238466105971
            14.7   -0.13926624615 -0.00235443213889
           14.71  -0.139289639401 -0.0023242328056
           14.72  -0.139312730806 -0.00229406313191
           14.73  -0.139335520664   -0.00226392319
           14.74   -0.13935800927 -0.00223381305215
           14.75  -0.139380196925 -0.00220373279076
           14.76  -0.139402083926 -0.00217368247831
           14.77  -0.139423670575 -0.00214366218736
           14.78   -0.13944495717 -0.00211367199058
           14.79  -0.139465944015 -0.00208371196073
            14.8   -0.13948663141 -0.00205378217064
           14.81  -0.139507019659 -0.00202388269323
           14.82  -0.139527109064 -0.00199401360148
           14.83  -0.139546899931 -0.00196417496847
           14.84  -0.139566392564 -0.00193436686733
           14.85  -0.139585587268 -0.00190458937127
           14.86  -0.139604484351 -0.00187484255355
           14.87   -0.13962308412 -0.00184512648751
           14.88  -0.139641386881 -0.00181544124653
           14.89  -0.139659392945 -0.00178578690406
            14.9   -0.13967710262 -0.0017561635336
           14.91  -0.139694516216 -0.00172657120868
           14.92  -0.139711634044 -0.0016970100029
           14.93  -0.139728456416 -0.00166747998988
           14.94  -0.139744983644 -0.00163798124331
           14.95  -0.139761216041 -0.00160851383688
           14.96  -0.139777153921 -0.00157907784433
           14.97  -0.139792797598 -0.00154967333944
           14.98  -0.139808147388 -0.00152030039601
           14.99  -0.139823203607 -0.00149095908786
              15   -0.13983796657 -0.00146164948882
           15.01  -0.139852436597 -0.00143237167276
           15.02  -0.139866614004 -0.00140312571356
           15.03  -0.139880499111 -0.0013739116851
           15.04  -0.139894092238 -0.00134472966129
           15.05  -0.139907393705 -0.00131557971602
           15.06  -0.139920403832 -0.00128646192319
           15.07  -0.139933122943 -0.00125737635673
           15.08   -0.13994555136 -0.00122832309052
           15.09  -0.139957689405 -0.00119930219847
            15.1  -0.139969537404 -0.00117031375446
           15.11  -0.139981095681 -0.00114135783239
           15.12  -0.139992364561 -0.00111243450609
           15.13  -0.140003344371 -0.00108354384944
           15.14  -0.140014035438 -0.00105468593624
           15.15   -0.14002443809 -0.0010258608403
           15.16  -0.140034552655 -0.000997068635405
           15.17  -0.140044379463 -0.000968309395296
           15.18  -0.140053918843 -0.000939583193692
           15.19  -0.140063171127 -0.000910890104275
            15.2  -0.140072136646 -0.000882230200691
           15.21  -0.140080815731 -0.000853603556545
           15.22  -0.140089208717 -0.000825010245399
           15.23  -0.140097315937 -0.000796450340772
           15.24  -0.140105137724 -0.000767923916132
           15.25  -0.140112674415 -0.000739431044898
           15.26  -0.140119926345 -0.000710971800434
           15.27  -0.140126893851 -0.000682546256048
           15.28  -0.140133577271 -0.00065415448499
           15.29  -0.140139976941 -0.000625796560446
            15.3  -0.140146093202 -0.000597472555539
           15.31  -0.140151926393 -0.000569182543325
           15.32  -0.140157476853 -0.00054092659679
           15.33  -0.140162744925 -0.000512704788847
           15.34  -0.140167730949 -0.000484517192334
           15.35  -0.140172435269 -0.000456363880011
           15.36  -0.140176858227 -0.00042824492456
           15.37  -0.140181000168 -0.000400160398576
           15.38  -0.140184861435 -0.000372110374571
           15.39  -0.140188442375 -0.00034409492497
            15.4  -0.140191743334 -0.000316114122105
           15.41  -0.140194764658 -0.000288168038215
           15.42  -0.140197506695 -0.000260256745445
           15.43  -0.140199969793 -0.00023238031584
           15.44  -0.140202154302 -0.000204538821345
           15.45   -0.14020406057 -0.000176732333801
           15.46  -0.140205688949 -0.000148960924944
           15.47  -0.140207039789 -0.000121224666401
           15.48  -0.140208113442 -9.35236296886e-05
           15.49  -0.140208910262 -6.58578862105e-05
            15.5    -0.1402094306 -3.82275072541e-05
           15.51  -0.140209674812 -1.0632563989e-05
           15.52  -0.140209643252 1.69268725357e-05
           15.53  -0.140209336275 4.44507313939e-05
           15.54  -0.140208754237 7.19389417848e-05
           15.55  -0.140207897496 9.93914330354e-05
           15.56  -0.140206766409 0.000126808134603
           15.57  -0.140205361334 0.000154188976076
           15.58   -0.14020368263 0.000181533887179
           15.59  -0.140201730656 0.000208842797774
            15.6  -0.140199505774 0.000236115637861
           15.61  -0.140197008344 0.000263352337584
           15.62  -0.140194238727 0.000290552827227
           15.63  -0.140191197287 0.000317717037225
           15.64  -0.140187884387 0.000344844898159
           15.65   -0.14018430039 0.00037193634076
           15.66   -0.14018044566 0.000398991295916
           15.67  -0.140176320564 0.000426009694665
           15.68  -0.140171925467 0.000452991468208
           15.69  -0.140167260735 0.000479936547901
            15.7  -0.140162326736 0.000506844865265
           15.71  -0.140157123838 0.000533716351985
           15.72  -0.140151652409 0.000560550939911
           15.73  -0.140145912819 0.000587348561062
           15.74  -0.140139905438 0.000614109147627
           15.75  -0.140133630636 0.00064083263197
           15.76  -0.140127088786 0.000667518946628
           15.77  -0.140120280258 0.000694168024314
           15.78  -0.140113205425 0.000720779797924
           15.79  -0.140105864662 0.00074735420053
            15.8  -0.140098258342 0.000773891165393
           15.81  -0.140090386839 0.000800390625953
           15.82  -0.140082250529 0.000826852515844
           15.83  -0.140073849789 0.000853276768883
           15.84  -0.140065184994 0.000879663319083
           15.85  -0.140056256523 0.000906012100649
           15.86  -0.140047064752 0.000932323047981
           15.87  -0.140037610062 0.000958596095676
           15.88  -0.140027892831 0.000984831178533
           15.89  -0.140017913438 0.00101102823155
            15.9  -0.140007672266 0.00103718718992
           15.91  -0.139997169695 0.00106330798907
           15.92  -0.139986406107 0.00108939056459
           15.93  -0.139975381884 0.00111543485233
           15.94   -0.13996409741 0.00114144078829
           15.95  -0.139952553068 0.00116740830875
           15.96  -0.139940749244 0.00119333735015
           15.97  -0.139928686321 0.00121922784918
           15.98  -0.139916364687 0.00124507974273
           15.99  -0.139903784727 0.00127089296791
              16  -0.139890946828 0.00129666746208
           16.01  -0.139877851378 0.00132240316278
           16.02  -0.139864498765 0.00134810000781
           16.03  -0.139850889378 0.00137375793518
           16.04  -0.139837023606 0.00139937688314
           16.05   -0.13982290184 0.00142495679016
           16.06  -0.139808524471 0.00145049759495
           16.07  -0.139793891889 0.00147599923646
           16.08  -0.139779004486 0.00150146165386
           16.09  -0.139763862656 0.00152688478656
            16.1  -0.139748466791 0.00155226857423
           16.11  -0.139732817284 0.00157761295676
           16.12  -0.139716914532  0.0016029178743
           16.13  -0.139700758927 0.00162818326722
           16.14  -0.139684350867 0.00165340907615
           16.15  -0.139667690746 0.00167859524198
           16.16  -0.139650778962 0.00170374170583
           16.17  -0.139633615912 0.00172884840908
           16.18  -0.139616201994 0.00175391529336
           16.19  -0.139598537606 0.00177894230056
            16.2  -0.139580623148 0.00180392937281
           16.21  -0.139562459019 0.00182887645252
           16.22  -0.139544045619 0.00185378348235
           16.23   -0.13952538335  0.0018786504052
           16.24  -0.139506472611 0.00190347716426
           16.25  -0.139487313806 0.00192826370297
           16.26  -0.139467907337 0.00195300996504
           16.27  -0.139448253607 0.00197771589444
           16.28   -0.13942835302  0.0020023814354
           16.29  -0.139408205979 0.00202700653245
            16.3  -0.139387812889 0.00205159113036
           16.31  -0.139367174156 0.00207613517419
           16.32  -0.139346290186 0.00210063860925
           16.33  -0.139325161384 0.00212510138116
           16.34  -0.139303788159 0.00214952343578
           16.35  -0.139282170916 0.00217390471927
           16.36  -0.139260310064 0.00219824517807
           16.37  -0.139238206013 0.00222254475889
           16.38  -0.139215859169 0.00224680340872
           16.39  -0.139193269945 0.00227102107484
            16.4  -0.139170438748 0.00229519770482
           16.41  -0.139147365991  0.0023193332465
           16.42  -0.139124052083 0.00234342764801
           16.43  -0.139100497438 0.00236748085778
           16.44  -0.139076702466 0.00239149282452
           16.45  -0.139052667581 0.00241546349724
           16.46  -0.139028393197 0.00243939282522
