             0.5                0
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
        -3.14159         -3.14159
