        -191.941         -296.079      7.62544e-09
              -9         -296.079      7.62544e-09
         27.5882         -296.079      7.62544e-09
        -118.765         -260.237      7.62544e-09
        -82.1765         -260.237      1.52509e-08
        -45.5882         -260.237      3.81272e-08
         27.5882         -260.237      5.33781e-08
         64.1765         -260.237      3.05018e-08
         100.765         -260.237      2.28763e-08
         137.353         -260.237      7.62544e-09
         173.941         -260.237      7.62544e-09
        -191.941         -224.395      7.62544e-09
        -155.353         -224.395      1.52509e-08
        -118.765         -224.395       6.8629e-08
        -82.1765         -224.395      9.91307e-08
        -45.5882         -224.395      1.98261e-07
              -9         -224.395      2.13512e-07
         27.5882         -224.395      2.44014e-07
         64.1765         -224.395      1.22007e-07
         100.765         -224.395      7.62544e-08
         137.353         -224.395      2.28763e-08
         173.941         -224.395      7.62544e-09
        -228.529         -188.553      1.52509e-08
        -191.941         -188.553      3.05018e-08
        -155.353         -188.553      4.57527e-08
        -118.765         -188.553      2.44014e-07
        -82.1765         -188.553      3.96523e-07
        -45.5882         -188.553      9.45555e-07
              -9         -188.553      1.09044e-06
         27.5882         -188.553       9.5318e-07
         64.1765         -188.553      7.62544e-07
         100.765         -188.553       3.5077e-07
         137.353         -188.553      1.75385e-07
         173.941         -188.553      3.81272e-08
         210.529         -188.553      1.52509e-08
         247.118         -188.553      7.62544e-09
        -301.706         -152.711      7.62544e-09
        -265.118         -152.711      7.62544e-09
        -228.529         -152.711      7.62544e-09
        -191.941         -152.711      1.44883e-07
        -155.353         -152.711      2.44014e-07
        -118.765         -152.711      6.71039e-07
        -82.1765         -152.711      1.61659e-06
        -45.5882         -152.711      2.76804e-06
              -9         -152.711      3.26369e-06
         27.5882         -152.711       3.0883e-06
         64.1765         -152.711      2.24188e-06
         100.765         -152.711       1.2277e-06
         137.353         -152.711      5.10905e-07
         173.941         -152.711      9.91307e-08
         210.529         -152.711      3.05018e-08
         247.118         -152.711      1.52509e-08
        -265.118         -116.868      7.62544e-09
        -228.529         -116.868       6.8629e-08
        -191.941         -116.868      2.36389e-07
        -155.353         -116.868      6.63413e-07
        -118.765         -116.868      2.18088e-06
        -82.1765         -116.868      5.02517e-06
        -45.5882         -116.868      6.13086e-06
              -9         -116.868      8.71588e-06
         27.5882         -116.868       7.4043e-06
         64.1765         -116.868      5.34543e-06
         100.765         -116.868      2.98917e-06
         137.353         -116.868      1.12094e-06
         173.941         -116.868      4.95654e-07
         210.529         -116.868      9.91307e-08
         247.118         -116.868      7.62544e-09
        -265.118         -81.0263      2.28763e-08
        -228.529         -81.0263      8.38799e-08
        -191.941         -81.0263      3.73647e-07
        -155.353         -81.0263      1.45646e-06
        -118.765         -81.0263      4.27025e-06
        -82.1765         -81.0263      8.07534e-06
        -45.5882         -81.0263       1.2948e-05
              -9         -81.0263      1.56779e-05
         27.5882         -81.0263      1.43663e-05
         64.1765         -81.0263      1.11179e-05
         100.765         -81.0263      5.82584e-06
         137.353         -81.0263      2.40964e-06
         173.941         -81.0263      9.91307e-07
         210.529         -81.0263      2.97392e-07
         247.118         -81.0263      3.81272e-08
        -301.706         -45.1842      7.62544e-09
        -228.529         -45.1842      1.90636e-07
        -191.941         -45.1842      7.93046e-07
        -155.353         -45.1842      2.69941e-06
        -118.765         -45.1842      6.27574e-06
        -82.1765         -45.1842      1.33521e-05
        -45.5882         -45.1842      2.08098e-05
              -9         -45.1842      2.60104e-05
         27.5882         -45.1842       2.4226e-05
         64.1765         -45.1842      1.72793e-05
         100.765         -45.1842       9.4708e-06
         137.353         -45.1842      4.11011e-06
         173.941         -45.1842      1.40308e-06
         210.529         -45.1842      2.82141e-07
         247.118         -45.1842       6.8629e-08
         283.706         -45.1842      1.52509e-08
        -265.118         -9.34211      3.05018e-08
        -228.529         -9.34211      2.05887e-07
        -191.941         -9.34211      8.99802e-07
        -155.353         -9.34211      2.72991e-06
        -118.765         -9.34211      8.09059e-06
        -82.1765         -9.34211      1.61812e-05
        -45.5882         -9.34211      2.49047e-05
              -9         -9.34211      3.08525e-05
         27.5882         -9.34211      2.78481e-05
         64.1765         -9.34211      2.14732e-05
         100.765         -9.34211      1.09425e-05
         137.353         -9.34211      5.08617e-06
         173.941         -9.34211      1.57847e-06
         210.529         -9.34211      3.58396e-07
         247.118         -9.34211       6.8629e-08
         283.706         -9.34211      7.62544e-09
        -301.706             26.5      7.62544e-09
        -265.118             26.5      3.81272e-08
        -228.529             26.5      1.60134e-07
        -191.941             26.5      7.01541e-07
