              50              0.1         0.215935
             100              0.1         0.215598
             150              0.1         0.215229
             200              0.1         0.215308
             250              0.1         0.215009
             300              0.1          0.21528
             350              0.1         0.215073
             400              0.1         0.215239
             450              0.1         0.215092
             500              0.1         0.215102
             550              0.1         0.215367
             600              0.1         0.215144
             650              0.1         0.215071
             700              0.1         0.215102
             750              0.1          0.21505
             800              0.1         0.215179
             850              0.1         0.214998
             900              0.1         0.215089
             950              0.1            0.215
            1000              0.1          0.21529
             100              0.1          0.21626
             200              0.1         0.215592
             300              0.1         0.214929
             400              0.1         0.214522
             500              0.1         0.215284
             600              0.1         0.215118
             700              0.1          0.21533
             800              0.1         0.214483
             900              0.1         0.214897
            1000              0.1         0.215071
            1100              0.1         0.214836
            1200              0.1         0.215409
            1300              0.1         0.215554
            1400              0.1         0.215208
            1500              0.1         0.215123
            1600              0.1         0.216263
            1700              0.1         0.215253
            1800              0.1         0.215828
            1900              0.1         0.215592
            2000              0.1         0.215261
