              10              0.1         0.218173
              20              0.1         0.216848
              30              0.1         0.216596
              40              0.1         0.215702
              50              0.1         0.215443
              60              0.1         0.215466
              70              0.1         0.215842
              80              0.1         0.216142
              90              0.1          0.21616
             100              0.1         0.215476
             110              0.1         0.215666
             120              0.1         0.215858
             130              0.1         0.215379
             140              0.1         0.215214
             150              0.1         0.215507
             160              0.1         0.215315
             170              0.1         0.215678
             180              0.1         0.215653
             190              0.1         0.215508
             200              0.1         0.215201
             210              0.1         0.215375
             220              0.1         0.215309
             230              0.1         0.215743
             240              0.1         0.215337
             250              0.1         0.215689
             260              0.1         0.215404
             270              0.1         0.215505
             280              0.1         0.214712
             290              0.1         0.215469
             300              0.1         0.215383
             310              0.1         0.214501
             320              0.1           0.2153
             330              0.1         0.215093
             340              0.1         0.215531
             350              0.1         0.215578
             360              0.1         0.214881
             370              0.1         0.215104
             380              0.1         0.215144
             390              0.1          0.21539
             400              0.1         0.214901
             410              0.1         0.215427
             420              0.1         0.214994
             430              0.1         0.215865
             440              0.1         0.215119
             450              0.1         0.215629
             460              0.1         0.215178
             470              0.1         0.214718
             480              0.1         0.214831
             490              0.1         0.215266
             500              0.1         0.215454
             510              0.1         0.215547
             520              0.1         0.215223
             530              0.1         0.215701
             540              0.1         0.215107
             550              0.1         0.215452
             560              0.1         0.215571
             570              0.1         0.215118
             580              0.1         0.215541
             590              0.1          0.21498
             600              0.1          0.21461
             610              0.1         0.215298
             620              0.1         0.214924
             630              0.1         0.215372
             640              0.1         0.215048
             650              0.1         0.215153
             660              0.1         0.215298
             670              0.1         0.215419
             680              0.1         0.214942
             690              0.1          0.21569
             700              0.1         0.215145
             710              0.1         0.215195
             720              0.1         0.215822
             730              0.1         0.215415
             740              0.1         0.215593
             750              0.1         0.214677
             760              0.1         0.215731
             770              0.1         0.214837
             780              0.1         0.214942
             790              0.1         0.215322
             800              0.1         0.215006
             810              0.1         0.214842
             820              0.1         0.215436
             830              0.1         0.215148
             840              0.1         0.214527
             850              0.1         0.215347
             860              0.1         0.215306
             870              0.1         0.215852
             880              0.1           0.2148
             890              0.1         0.215044
             900              0.1          0.21465
             910              0.1         0.214879
             920              0.1         0.215237
             930              0.1          0.21496
             940              0.1         0.214535
             950              0.1          0.21451
             960              0.1          0.21474
             970              0.1         0.214892
             980              0.1         0.214842
             990              0.1         0.214911
            1000              0.1         0.214971
            1010              0.1         0.215709
            1020              0.1         0.215508
            1030              0.1         0.215266
            1040              0.1          0.21538
            1050              0.1          0.21545
            1060              0.1         0.215224
            1070              0.1         0.215136
            1080              0.1         0.215265
            1090              0.1          0.21462
            1100              0.1         0.214807
            1110              0.1         0.215209
            1120              0.1         0.214748
            1130              0.1         0.215047
            1140              0.1         0.215043
            1150              0.1         0.215371
            1160              0.1         0.214673
            1170              0.1         0.215287
            1180              0.1         0.214928
            1190              0.1         0.215136
            1200              0.1         0.216046
            1210              0.1         0.214858
            1220              0.1         0.215333
            1230              0.1         0.215281
            1240              0.1         0.215684
            1250              0.1         0.215302
            1260              0.1         0.216044
            1270              0.1         0.215428
            1280              0.1         0.215604
            1290              0.1          0.21508
            1300              0.1         0.214721
            1310              0.1          0.21559
            1320              0.1         0.215243
            1330              0.1         0.216331
            1340              0.1         0.215042
            1350              0.1         0.214929
            1360              0.1         0.215417
            1370              0.1         0.215383
            1380              0.1         0.215114
            1390              0.1         0.215734
            1400              0.1         0.214416
            1410              0.1         0.214764
            1420              0.1         0.215104
            1430              0.1         0.215193
            1440              0.1         0.214252
            1450              0.1         0.215512
            1460              0.1         0.214773
            1470              0.1         0.215386
            1480              0.1         0.214709
            1490              0.1         0.215127
            1500              0.1         0.215168
            1510              0.1         0.215717
            1520              0.1         0.215112
            1530              0.1         0.216152
            1540              0.1         0.215306
            1550              0.1         0.216127
            1560              0.1         0.216025
            1570              0.1         0.215278
            1580              0.1         0.214672
            1590              0.1          0.21487
            1600              0.1         0.215517
            1610              0.1          0.21514
            1620              0.1         0.214501
            1630              0.1         0.215731
            1640              0.1         0.214871
            1650              0.1         0.214812
            1660              0.1         0.215848
            1670              0.1         0.215462
            1680              0.1         0.215692
            1690              0.1         0.215628
            1700              0.1         0.215543
            1710              0.1          0.21517
            1720              0.1         0.214406
            1730              0.1         0.215254
            1740              0.1         0.215646
            1750              0.1         0.214395
            1760              0.1         0.215744
            1770              0.1         0.215073
            1780              0.1         0.215239
            1790              0.1         0.215124
            1800              0.1         0.215247
            1810              0.1         0.215605
            1820              0.1         0.214552
            1830              0.1         0.215602
            1840              0.1         0.215288
            1850              0.1         0.214881
            1860              0.1         0.214159
            1870              0.1         0.215449
            1880              0.1         0.215685
            1890              0.1         0.215048
            1900              0.1         0.215044
            1910              0.1         0.215297
            1920              0.1         0.215334
            1930              0.1         0.215408
            1940              0.1         0.215027
            1950              0.1         0.215106
            1960              0.1         0.214635
            1970              0.1         0.214865
            1980              0.1         0.214905
